n,f(x),x,p,||p||,gradient,||gradient||,alpha,k,eps
186,-84.9150,[4.2250 -4.2644 ],[0.0076 -0.0076 ],0.0107,[-3.0212 3.0212 ],4.2726,0.0025,128.0000,0.0100
187,-84.9604,[4.2326 -4.2719 ],[0.0075 -0.0075 ],0.0106,[-2.9910 2.9910 ],4.2299,0.0025,128.0000,0.0100
188,-85.0049,[4.2400 -4.2794 ],[0.0074 -0.0074 ],0.0105,[-2.9611 2.9611 ],4.1876,0.0025,128.0000,0.0100
189,-85.0485,[4.2475 -4.2868 ],[0.0073 -0.0073 ],0.0104,[-2.9315 2.9315 ],4.1457,0.0025,128.0000,0.0100
190,-85.0913,[4.2548 -4.2942 ],[0.0073 -0.0073 ],0.0103,[-2.9021 2.9021 ],4.1042,0.0025,128.0000,0.0100
191,-85.1332,[4.2620 -4.3014 ],[0.0072 -0.0072 ],0.0102,[-2.8731 2.8731 ],4.0632,0.0025,128.0000,0.0100
192,-85.1742,[4.2692 -4.3086 ],[0.0071 -0.0071 ],0.0101,[-2.8444 2.8444 ],4.0226,0.0025,128.0000,0.0100
193,-85.2145,[4.2763 -4.3157 ],[0.0070 -0.0070 ],0.0100,[-2.8159 2.8159 ],3.9823,0.0025,128.0000,0.0100
194,-85.2539,[4.2834 -4.3227 ],[0.0070 -0.0070 ],0.0099,[-2.7878 2.7878 ],3.9425,0.0025,128.0000,0.0100
195,-85.2926,[4.2903 -4.3297 ],[0.0069 -0.0069 ],0.0098,[-2.7599 2.7599 ],3.9031,0.0025,128.0000,0.0100
196,-85.3305,[4.2972 -4.3366 ],[0.0068 -0.0068 ],0.0097,[-2.7323 2.7323 ],3.8641,0.0025,128.0000,0.0100
197,-85.3676,[4.3041 -4.3434 ],[0.0068 -0.0068 ],0.0096,[-2.7050 2.7050 ],3.8254,0.0025,128.0000,0.0100
198,-85.4040,[4.3108 -4.3502 ],[0.0067 -0.0067 ],0.0095,[-2.6779 2.6779 ],3.7872,0.0025,128.0000,0.0100
199,-85.4397,[4.3175 -4.3569 ],[0.0066 -0.0066 ],0.0094,[-2.6512 2.6512 ],3.7493,0.0025,128.0000,0.0100
200,-85.4747,[4.3242 -4.3635 ],[0.0066 -0.0066 ],0.0093,[-2.6246 2.6246 ],3.7118,0.0025,128.0000,0.0100
201,-85.5089,[4.3307 -4.3701 ],[0.0065 -0.0065 ],0.0092,[-2.5984 2.5984 ],3.6747,0.0025,128.0000,0.0100
202,-85.5425,[4.3372 -4.3766 ],[0.0064 -0.0064 ],0.0091,[-2.5724 2.5724 ],3.6379,0.0025,128.0000,0.0100
203,-85.5754,[4.3436 -4.3830 ],[0.0064 -0.0064 ],0.0090,[-2.5467 2.5467 ],3.6016,0.0025,128.0000,0.0100
204,-85.6077,[4.3500 -4.3894 ],[0.0063 -0.0063 ],0.0089,[-2.5212 2.5212 ],3.5655,0.0025,128.0000,0.0100
205,-85.6393,[4.3563 -4.3957 ],[0.0062 -0.0062 ],0.0088,[-2.4960 2.4960 ],3.5299,0.0025,128.0000,0.0100
206,-85.6703,[4.3626 -4.4019 ],[0.0062 -0.0062 ],0.0087,[-2.4710 2.4710 ],3.4946,0.0025,128.0000,0.0100
207,-85.7007,[4.3687 -4.4081 ],[0.0061 -0.0061 ],0.0086,[-2.4463 2.4463 ],3.4596,0.0025,128.0000,0.0100
208,-85.7305,[4.3748 -4.4142 ],[0.0061 -0.0061 ],0.0086,[-2.4219 2.4219 ],3.4250,0.0025,128.0000,0.0100
209,-85.7597,[4.3809 -4.4203 ],[0.0060 -0.0060 ],0.0085,[-2.3977 2.3977 ],3.3908,0.0025,128.0000,0.0100
210,-85.7883,[4.3869 -4.4263 ],[0.0059 -0.0059 ],0.0084,[-2.3737 2.3737 ],3.3569,0.0025,128.0000,0.0100
211,-85.8163,[4.3928 -4.4322 ],[0.0059 -0.0059 ],0.0083,[-2.3499 2.3499 ],3.3233,0.0025,128.0000,0.0100
212,-85.8438,[4.3987 -4.4381 ],[0.0058 -0.0058 ],0.0082,[-2.3264 2.3264 ],3.2901,0.0025,128.0000,0.0100
213,-85.8707,[4.4045 -4.4439 ],[0.0058 -0.0058 ],0.0081,[-2.3032 2.3032 ],3.2572,0.0025,128.0000,0.0100
214,-85.8971,[4.4103 -4.4496 ],[0.0057 -0.0057 ],0.0081,[-2.2801 2.2801 ],3.2246,0.0025,128.0000,0.0100
215,-85.9230,[4.4160 -4.4553 ],[0.0056 -0.0056 ],0.0080,[-2.2573 2.2573 ],3.1924,0.0025,128.0000,0.0100
216,-85.9483,[4.4216 -4.4610 ],[0.0056 -0.0056 ],0.0079,[-2.2348 2.2348 ],3.1604,0.0025,128.0000,0.0100
217,-85.9731,[4.4272 -4.4666 ],[0.0055 -0.0055 ],0.0078,[-2.2124 2.2124 ],3.1288,0.0025,128.0000,0.0100
218,-85.9975,[4.4327 -4.4721 ],[0.0055 -0.0055 ],0.0077,[-2.1903 2.1903 ],3.0975,0.0025,128.0000,0.0100
219,-86.0214,[4.4382 -4.4776 ],[0.0054 -0.0054 ],0.0077,[-2.1684 2.1684 ],3.0666,0.0025,128.0000,0.0100
220,-86.0448,[4.4436 -4.4830 ],[0.0054 -0.0054 ],0.0076,[-2.1467 2.1467 ],3.0359,0.0025,128.0000,0.0100
221,-86.0677,[4.4490 -4.4884 ],[0.0053 -0.0053 ],0.0075,[-2.1252 2.1252 ],3.0055,0.0025,128.0000,0.0100
222,-86.0902,[4.4543 -4.4937 ],[0.0053 -0.0053 ],0.0074,[-2.1040 2.1040 ],2.9755,0.0025,128.0000,0.0100
223,-86.1122,[4.4596 -4.4989 ],[0.0052 -0.0052 ],0.0074,[-2.0830 2.0830 ],2.9457,0.0025,128.0000,0.0100
224,-86.1338,[4.4648 -4.5042 ],[0.0052 -0.0052 ],0.0073,[-2.0621 2.0621 ],2.9163,0.0025,128.0000,0.0100
225,-86.1549,[4.4699 -4.5093 ],[0.0051 -0.0051 ],0.0072,[-2.0415 2.0415 ],2.8871,0.0025,128.0000,0.0100
226,-86.1757,[4.4750 -4.5144 ],[0.0051 -0.0051 ],0.0071,[-2.0211 2.0211 ],2.8582,0.0025,128.0000,0.0100
227,-86.1960,[4.4801 -4.5195 ],[0.0050 -0.0050 ],0.0071,[-2.0009 2.0009 ],2.8297,0.0025,128.0000,0.0100
228,-86.2159,[4.4851 -4.5245 ],[0.0050 -0.0050 ],0.0070,[-1.9809 1.9809 ],2.8014,0.0025,128.0000,0.0100
229,-86.2354,[4.4901 -4.5294 ],[0.0049 -0.0049 ],0.0069,[-1.9611 1.9611 ],2.7734,0.0025,128.0000,0.0100
230,-86.2545,[4.4950 -4.5343 ],[0.0049 -0.0049 ],0.0069,[-1.9414 1.9414 ],2.7456,0.0025,128.0000,0.0100
231,-86.2733,[4.4998 -4.5392 ],[0.0048 -0.0048 ],0.0068,[-1.9220 1.9220 ],2.7182,0.0025,128.0000,0.0100
232,-86.2917,[4.5046 -4.5440 ],[0.0048 -0.0048 ],0.0067,[-1.9028 1.9028 ],2.6910,0.0025,128.0000,0.0100
233,-86.3097,[4.5094 -4.5487 ],[0.0047 -0.0047 ],0.0067,[-1.8838 1.8838 ],2.6641,0.0025,128.0000,0.0100
234,-86.3273,[4.5141 -4.5534 ],[0.0047 -0.0047 ],0.0066,[-1.8649 1.8649 ],2.6374,0.0025,128.0000,0.0100
235,-86.3446,[4.5187 -4.5581 ],[0.0046 -0.0046 ],0.0065,[-1.8463 1.8463 ],2.6111,0.0025,128.0000,0.0100
236,-86.3616,[4.5234 -4.5627 ],[0.0046 -0.0046 ],0.0065,[-1.8278 1.8278 ],2.5849,0.0025,128.0000,0.0100
237,-86.3782,[4.5279 -4.5673 ],[0.0045 -0.0045 ],0.0064,[-1.8096 1.8096 ],2.5591,0.0025,128.0000,0.0100
238,-86.3945,[4.5324 -4.5718 ],[0.0045 -0.0045 ],0.0063,[-1.7915 1.7915 ],2.5335,0.0025,128.0000,0.0100
239,-86.4105,[4.5369 -4.5763 ],[0.0044 -0.0044 ],0.0063,[-1.7735 1.7735 ],2.5082,0.0025,128.0000,0.0100
240,-86.4261,[4.5414 -4.5807 ],[0.0044 -0.0044 ],0.0062,[-1.7558 1.7558 ],2.4831,0.0025,128.0000,0.0100
241,-86.4415,[4.5458 -4.5851 ],[0.0043 -0.0043 ],0.0061,[-1.7383 1.7383 ],2.4583,0.0025,128.0000,0.0100
242,-86.4565,[4.5501 -4.5895 ],[0.0043 -0.0043 ],0.0061,[-1.7209 1.7209 ],2.4337,0.0025,128.0000,0.0100
243,-86.4712,[4.5544 -4.5938 ],[0.0043 -0.0043 ],0.0060,[-1.7037 1.7037 ],2.4093,0.0025,128.0000,0.0100
244,-86.4857,[4.5587 -4.5980 ],[0.0042 -0.0042 ],0.0060,[-1.6866 1.6866 ],2.3852,0.0025,128.0000,0.0100
245,-86.4998,[4.5629 -4.6022 ],[0.0042 -0.0042 ],0.0059,[-1.6698 1.6698 ],2.3614,0.0025,128.0000,0.0100
246,-86.5137,[4.5670 -4.6064 ],[0.0041 -0.0041 ],0.0058,[-1.6531 1.6531 ],2.3378,0.0025,128.0000,0.0100
247,-86.5273,[4.5712 -4.6106 ],[0.0041 -0.0041 ],0.0058,[-1.6365 1.6365 ],2.3144,0.0025,128.0000,0.0100
248,-86.5406,[4.5753 -4.6146 ],[0.0041 -0.0041 ],0.0057,[-1.6202 1.6202 ],2.2913,0.0025,128.0000,0.0100
249,-86.5537,[4.5793 -4.6187 ],[0.0040 -0.0040 ],0.0057,[-1.6040 1.6040 ],2.2683,0.0025,128.0000,0.0100
250,-86.5665,[4.5833 -4.6227 ],[0.0040 -0.0040 ],0.0056,[-1.5879 1.5879 ],2.2457,0.0025,128.0000,0.0100
251,-86.5790,[4.5873 -4.6267 ],[0.0039 -0.0039 ],0.0056,[-1.5720 1.5720 ],2.2232,0.0025,128.0000,0.0100
252,-86.5913,[4.5912 -4.6306 ],[0.0039 -0.0039 ],0.0055,[-1.5563 1.5563 ],2.2010,0.0025,128.0000,0.0100
253,-86.6034,[4.5951 -4.6345 ],[0.0039 -0.0039 ],0.0054,[-1.5408 1.5408 ],2.1790,0.0025,128.0000,0.0100
254,-86.6152,[4.5990 -4.6383 ],[0.0038 -0.0038 ],0.0054,[-1.5254 1.5254 ],2.1572,0.0025,128.0000,0.0100
255,-86.6268,[4.6028 -4.6422 ],[0.0038 -0.0038 ],0.0053,[-1.5101 1.5101 ],2.1356,0.0025,128.0000,0.0100
256,-86.6381,[4.6066 -4.6459 ],[0.0037 -0.0037 ],0.0053,[-1.4950 1.4950 ],2.1142,0.0025,128.0000,0.0100
257,-86.6492,[4.6103 -4.6497 ],[0.0037 -0.0037 ],0.0052,[-1.4800 1.4800 ],2.0931,0.0025,128.0000,0.0100
258,-86.6601,[4.6140 -4.6534 ],[0.0037 -0.0037 ],0.0052,[-1.4652 1.4652 ],2.0722,0.0025,128.0000,0.0100
259,-86.6708,[4.6177 -4.6570 ],[0.0036 -0.0036 ],0.0051,[-1.4506 1.4506 ],2.0515,0.0025,128.0000,0.0100
260,-86.6813,[4.6213 -4.6607 ],[0.0036 -0.0036 ],0.0051,[-1.4361 1.4361 ],2.0309,0.0025,128.0000,0.0100
261,-86.6915,[4.6249 -4.6643 ],[0.0036 -0.0036 ],0.0050,[-1.4217 1.4217 ],2.0106,0.0025,128.0000,0.0100
262,-86.7016,[4.6284 -4.6678 ],[0.0035 -0.0035 ],0.0050,[-1.4075 1.4075 ],1.9905,0.0025,128.0000,0.0100
263,-86.7114,[4.6320 -4.6713 ],[0.0035 -0.0035 ],0.0049,[-1.3934 1.3934 ],1.9706,0.0025,128.0000,0.0100
264,-86.7211,[4.6354 -4.6748 ],[0.0034 -0.0034 ],0.0049,[-1.3795 1.3795 ],1.9509,0.0025,128.0000,0.0100
265,-86.7306,[4.6389 -4.6783 ],[0.0034 -0.0034 ],0.0048,[-1.3657 1.3657 ],1.9314,0.0025,128.0000,0.0100
266,-86.7398,[4.6423 -4.6817 ],[0.0034 -0.0034 ],0.0048,[-1.3520 1.3520 ],1.9121,0.0025,128.0000,0.0100
267,-86.7489,[4.6457 -4.6851 ],[0.0033 -0.0033 ],0.0047,[-1.3385 1.3385 ],1.8930,0.0025,128.0000,0.0100
268,-86.7578,[4.6490 -4.6884 ],[0.0033 -0.0033 ],0.0047,[-1.3251 1.3251 ],1.8740,0.0025,128.0000,0.0100
269,-86.7666,[4.6523 -4.6917 ],[0.0033 -0.0033 ],0.0046,[-1.3119 1.3119 ],1.8553,0.0025,128.0000,0.0100
270,-86.7751,[4.6556 -4.6950 ],[0.0032 -0.0032 ],0.0046,[-1.2988 1.2988 ],1.8367,0.0025,128.0000,0.0100
271,-86.7835,[4.6589 -4.6982 ],[0.0032 -0.0032 ],0.0045,[-1.2858 1.2858 ],1.8184,0.0025,128.0000,0.0100
272,-86.7918,[4.6621 -4.7015 ],[0.0032 -0.0032 ],0.0045,[-1.2729 1.2729 ],1.8002,0.0025,128.0000,0.0100
273,-86.7998,[4.6653 -4.7046 ],[0.0032 -0.0032 ],0.0045,[-1.2602 1.2602 ],1.7822,0.0025,128.0000,0.0100
274,-86.8077,[4.6684 -4.7078 ],[0.0031 -0.0031 ],0.0044,[-1.2476 1.2476 ],1.7644,0.0025,128.0000,0.0100
275,-86.8155,[4.6715 -4.7109 ],[0.0031 -0.0031 ],0.0044,[-1.2351 1.2351 ],1.7467,0.0025,128.0000,0.0100
276,-86.8231,[4.6746 -4.7140 ],[0.0031 -0.0031 ],0.0043,[-1.2228 1.2228 ],1.7293,0.0025,128.0000,0.0100
277,-86.8305,[4.6777 -4.7170 ],[0.0030 -0.0030 ],0.0043,[-1.2105 1.2105 ],1.7120,0.0025,128.0000,0.0100
278,-86.8378,[4.6807 -4.7201 ],[0.0030 -0.0030 ],0.0042,[-1.1984 1.1984 ],1.6948,0.0025,128.0000,0.0100
279,-86.8449,[4.6837 -4.7231 ],[0.0030 -0.0030 ],0.0042,[-1.1865 1.1865 ],1.6779,0.0025,128.0000,0.0100
280,-86.8519,[4.6867 -4.7260 ],[0.0029 -0.0029 ],0.0042,[-1.1746 1.1746 ],1.6611,0.0025,128.0000,0.0100
281,-86.8588,[4.6896 -4.7290 ],[0.0029 -0.0029 ],0.0041,[-1.1628 1.1628 ],1.6445,0.0025,128.0000,0.0100
282,-86.8655,[4.6925 -4.7319 ],[0.0029 -0.0029 ],0.0041,[-1.1512 1.1512 ],1.6281,0.0025,128.0000,0.0100
283,-86.8721,[4.6954 -4.7348 ],[0.0028 -0.0028 ],0.0040,[-1.1397 1.1397 ],1.6118,0.0025,128.0000,0.0100
284,-86.8786,[4.6982 -4.7376 ],[0.0028 -0.0028 ],0.0040,[-1.1283 1.1283 ],1.5957,0.0025,128.0000,0.0100
285,-86.8849,[4.7011 -4.7404 ],[0.0028 -0.0028 ],0.0039,[-1.1170 1.1170 ],1.5797,0.0025,128.0000,0.0100
286,-86.8911,[4.7039 -4.7432 ],[0.0028 -0.0028 ],0.0039,[-1.1059 1.1059 ],1.5639,0.0025,128.0000,0.0100
287,-86.8972,[4.7066 -4.7460 ],[0.0027 -0.0027 ],0.0039,[-1.0948 1.0948 ],1.5483,0.0025,128.0000,0.0100
288,-86.9032,[4.7094 -4.7487 ],[0.0027 -0.0027 ],0.0038,[-1.0838 1.0838 ],1.5328,0.0025,128.0000,0.0100
289,-86.9090,[4.7121 -4.7514 ],[0.0027 -0.0027 ],0.0038,[-1.0730 1.0730 ],1.5175,0.0025,128.0000,0.0100
290,-86.9147,[4.7147 -4.7541 ],[0.0027 -0.0027 ],0.0038,[-1.0623 1.0623 ],1.5023,0.0025,128.0000,0.0100
291,-86.9204,[4.7174 -4.7568 ],[0.0026 -0.0026 ],0.0037,[-1.0517 1.0517 ],1.4873,0.0025,128.0000,0.0100
292,-86.9259,[4.7200 -4.7594 ],[0.0026 -0.0026 ],0.0037,[-1.0411 1.0411 ],1.4724,0.0025,128.0000,0.0100
293,-86.9313,[4.7226 -4.7620 ],[0.0026 -0.0026 ],0.0036,[-1.0307 1.0307 ],1.4577,0.0025,128.0000,0.0100
294,-86.9365,[4.7252 -4.7646 ],[0.0026 -0.0026 ],0.0036,[-1.0204 1.0204 ],1.4431,0.0025,128.0000,0.0100
295,-86.9417,[4.7278 -4.7671 ],[0.0025 -0.0025 ],0.0036,[-1.0102 1.0102 ],1.4287,0.0025,128.0000,0.0100
296,-86.9468,[4.7303 -4.7697 ],[0.0025 -0.0025 ],0.0035,[-1.0001 1.0001 ],1.4144,0.0025,128.0000,0.0100
297,-86.9518,[4.7328 -4.7722 ],[0.0025 -0.0025 ],0.0035,[-0.9901 0.9901 ],1.4002,0.0025,128.0000,0.0100
298,-86.9566,[4.7353 -4.7746 ],[0.0025 -0.0025 ],0.0035,[-0.9802 0.9802 ],1.3862,0.0025,128.0000,0.0100
299,-86.9614,[4.7377 -4.7771 ],[0.0024 -0.0024 ],0.0034,[-0.9704 0.9704 ],1.3724,0.0025,128.0000,0.0100
300,-86.9661,[4.7401 -4.7795 ],[0.0024 -0.0024 ],0.0034,[-0.9607 0.9607 ],1.3586,0.0025,128.0000,0.0100
301,-86.9707,[4.7425 -4.7819 ],[0.0024 -0.0024 ],0.0034,[-0.9511 0.9511 ],1.3451,0.0025,128.0000,0.0100
302,-86.9752,[4.7449 -4.7843 ],[0.0024 -0.0024 ],0.0033,[-0.9416 0.9416 ],1.3316,0.0025,128.0000,0.0100
303,-86.9796,[4.7473 -4.7866 ],[0.0023 -0.0023 ],0.0033,[-0.9322 0.9322 ],1.3183,0.0025,128.0000,0.0100
304,-86.9839,[4.7496 -4.7890 ],[0.0023 -0.0023 ],0.0033,[-0.9228 0.9228 ],1.3051,0.0025,128.0000,0.0100
305,-86.9882,[4.7519 -4.7913 ],[0.0023 -0.0023 ],0.0032,[-0.9136 0.9136 ],1.2921,0.0025,128.0000,0.0100
306,-86.9923,[4.7542 -4.7936 ],[0.0023 -0.0023 ],0.0032,[-0.9045 0.9045 ],1.2791,0.0025,128.0000,0.0100
307,-86.9964,[4.7565 -4.7958 ],[0.0022 -0.0022 ],0.0032,[-0.8954 0.8954 ],1.2663,0.0025,128.0000,0.0100
308,-87.0004,[4.7587 -4.7981 ],[0.0022 -0.0022 ],0.0031,[-0.8865 0.8865 ],1.2537,0.0025,128.0000,0.0100
309,-87.0043,[4.7609 -4.8003 ],[0.0022 -0.0022 ],0.0031,[-0.8776 0.8776 ],1.2411,0.0025,128.0000,0.0100
310,-87.0081,[4.7631 -4.8025 ],[0.0022 -0.0022 ],0.0031,[-0.8688 0.8688 ],1.2287,0.0025,128.0000,0.0100
311,-87.0119,[4.7653 -4.8046 ],[0.0022 -0.0022 ],0.0030,[-0.8602 0.8602 ],1.2164,0.0025,128.0000,0.0100
312,-87.0156,[4.7674 -4.8068 ],[0.0021 -0.0021 ],0.0030,[-0.8516 0.8516 ],1.2043,0.0025,128.0000,0.0100
313,-87.0192,[4.7696 -4.8089 ],[0.0021 -0.0021 ],0.0030,[-0.8430 0.8430 ],1.1922,0.0025,128.0000,0.0100
314,-87.0227,[4.7717 -4.8110 ],[0.0021 -0.0021 ],0.0030,[-0.8346 0.8346 ],1.1803,0.0025,128.0000,0.0100
315,-87.0262,[4.7737 -4.8131 ],[0.0021 -0.0021 ],0.0029,[-0.8263 0.8263 ],1.1685,0.0025,128.0000,0.0100
316,-87.0296,[4.7758 -4.8152 ],[0.0020 -0.0020 ],0.0029,[-0.8180 0.8180 ],1.1568,0.0025,128.0000,0.0100
317,-87.0329,[4.7779 -4.8172 ],[0.0020 -0.0020 ],0.0029,[-0.8098 0.8098 ],1.1453,0.0025,128.0000,0.0100
318,-87.0362,[4.7799 -4.8193 ],[0.0020 -0.0020 ],0.0028,[-0.8017 0.8017 ],1.1338,0.0025,128.0000,0.0100
319,-87.0394,[4.7819 -4.8213 ],[0.0020 -0.0020 ],0.0028,[-0.7937 0.7937 ],1.1225,0.0025,128.0000,0.0100
320,-87.0425,[4.7839 -4.8232 ],[0.0020 -0.0020 ],0.0028,[-0.7858 0.7858 ],1.1112,0.0025,128.0000,0.0100
321,-87.0456,[4.7858 -4.8252 ],[0.0019 -0.0019 ],0.0028,[-0.7779 0.7779 ],1.1001,0.0025,128.0000,0.0100
322,-87.0486,[4.7878 -4.8272 ],[0.0019 -0.0019 ],0.0027,[-0.7701 0.7701 ],1.0891,0.0025,128.0000,0.0100
323,-87.0515,[4.7897 -4.8291 ],[0.0019 -0.0019 ],0.0027,[-0.7624 0.7624 ],1.0782,0.0025,128.0000,0.0100
324,-87.0544,[4.7916 -4.8310 ],[0.0019 -0.0019 ],0.0027,[-0.7548 0.7548 ],1.0675,0.0025,128.0000,0.0100
325,-87.0573,[4.7935 -4.8329 ],[0.0019 -0.0019 ],0.0026,[-0.7473 0.7473 ],1.0568,0.0025,128.0000,0.0100
326,-87.0600,[4.7954 -4.8347 ],[0.0018 -0.0018 ],0.0026,[-0.7398 0.7398 ],1.0462,0.0025,128.0000,0.0100
327,-87.0628,[4.7972 -4.8366 ],[0.0018 -0.0018 ],0.0026,[-0.7324 0.7324 ],1.0357,0.0025,128.0000,0.0100
328,-87.0654,[4.7990 -4.8384 ],[0.0018 -0.0018 ],0.0026,[-0.7251 0.7251 ],1.0254,0.0025,128.0000,0.0100
329,-87.0680,[4.8009 -4.8402 ],[0.0018 -0.0018 ],0.0025,[-0.7178 0.7178 ],1.0151,0.0025,128.0000,0.0100
330,-87.0706,[4.8027 -4.8420 ],[0.0018 -0.0018 ],0.0025,[-0.7106 0.7106 ],1.0050,0.0025,128.0000,0.0100
331,-87.0731,[4.8044 -4.8438 ],[0.0018 -0.0018 ],0.0025,[-0.7035 0.7035 ],0.9949,0.0025,128.0000,0.0100
332,-87.0756,[4.8062 -4.8456 ],[0.0017 -0.0017 ],0.0025,[-0.6965 0.6965 ],0.9850,0.0025,128.0000,0.0100
333,-87.0780,[4.8079 -4.8473 ],[0.0017 -0.0017 ],0.0024,[-0.6895 0.6895 ],0.9751,0.0025,128.0000,0.0100
334,-87.0804,[4.8097 -4.8490 ],[0.0017 -0.0017 ],0.0024,[-0.6826 0.6826 ],0.9654,0.0025,128.0000,0.0100
335,-87.0827,[4.8114 -4.8507 ],[0.0017 -0.0017 ],0.0024,[-0.6758 0.6758 ],0.9557,0.0025,128.0000,0.0100
336,-87.0849,[4.8131 -4.8524 ],[0.0017 -0.0017 ],0.0024,[-0.6690 0.6690 ],0.9462,0.0025,128.0000,0.0100
337,-87.0872,[4.8147 -4.8541 ],[0.0017 -0.0017 ],0.0023,[-0.6624 0.6624 ],0.9367,0.0025,128.0000,0.0100
338,-87.0894,[4.8164 -4.8558 ],[0.0016 -0.0016 ],0.0023,[-0.6557 0.6557 ],0.9273,0.0025,128.0000,0.0100
339,-87.0915,[4.8180 -4.8574 ],[0.0016 -0.0016 ],0.0023,[-0.6492 0.6492 ],0.9181,0.0025,128.0000,0.0100
340,-87.0936,[4.8196 -4.8590 ],[0.0016 -0.0016 ],0.0023,[-0.6427 0.6427 ],0.9089,0.0025,128.0000,0.0100
341,-87.0956,[4.8213 -4.8606 ],[0.0016 -0.0016 ],0.0022,[-0.6363 0.6363 ],0.8998,0.0025,128.0000,0.0100
342,-87.0977,[4.8228 -4.8622 ],[0.0016 -0.0016 ],0.0022,[-0.6299 0.6299 ],0.8908,0.0025,128.0000,0.0100
343,-87.0996,[4.8244 -4.8638 ],[0.0016 -0.0016 ],0.0022,[-0.6236 0.6236 ],0.8819,0.0025,128.0000,0.0100
344,-87.1016,[4.8260 -4.8653 ],[0.0015 -0.0015 ],0.0022,[-0.6174 0.6174 ],0.8731,0.0025,128.0000,0.0100
345,-87.1035,[4.8275 -4.8669 ],[0.0015 -0.0015 ],0.0022,[-0.6112 0.6112 ],0.8643,0.0025,128.0000,0.0100
346,-87.1053,[4.8290 -4.8684 ],[0.0015 -0.0015 ],0.0021,[-0.6051 0.6051 ],0.8557,0.0025,128.0000,0.0100
347,-87.1071,[4.8306 -4.8699 ],[0.0015 -0.0015 ],0.0021,[-0.5990 0.5990 ],0.8471,0.0025,128.0000,0.0100
348,-87.1089,[4.8321 -4.8714 ],[0.0015 -0.0015 ],0.0021,[-0.5930 0.5930 ],0.8387,0.0025,128.0000,0.0100
349,-87.1107,[4.8335 -4.8729 ],[0.0015 -0.0015 ],0.0021,[-0.5871 0.5871 ],0.8303,0.0025,128.0000,0.0100
350,-87.1124,[4.8350 -4.8744 ],[0.0015 -0.0015 ],0.0021,[-0.5812 0.5812 ],0.8220,0.0025,128.0000,0.0100
351,-87.1141,[4.8365 -4.8758 ],[0.0014 -0.0014 ],0.0020,[-0.5754 0.5754 ],0.8138,0.0025,128.0000,0.0100
352,-87.1157,[4.8379 -4.8773 ],[0.0014 -0.0014 ],0.0020,[-0.5697 0.5697 ],0.8056,0.0025,128.0000,0.0100
353,-87.1173,[4.8393 -4.8787 ],[0.0014 -0.0014 ],0.0020,[-0.5640 0.5640 ],0.7976,0.0025,128.0000,0.0100
354,-87.1189,[4.8407 -4.8801 ],[0.0014 -0.0014 ],0.0020,[-0.5583 0.5583 ],0.7896,0.0025,128.0000,0.0100
355,-87.1205,[4.8421 -4.8815 ],[0.0014 -0.0014 ],0.0020,[-0.5527 0.5527 ],0.7817,0.0025,128.0000,0.0100
356,-87.1220,[4.8435 -4.8829 ],[0.0014 -0.0014 ],0.0019,[-0.5472 0.5472 ],0.7739,0.0025,128.0000,0.0100
357,-87.1235,[4.8449 -4.8842 ],[0.0014 -0.0014 ],0.0019,[-0.5417 0.5417 ],0.7661,0.0025,128.0000,0.0100
358,-87.1249,[4.8462 -4.8856 ],[0.0013 -0.0013 ],0.0019,[-0.5363 0.5363 ],0.7585,0.0025,128.0000,0.0100
359,-87.1264,[4.8476 -4.8869 ],[0.0013 -0.0013 ],0.0019,[-0.5310 0.5310 ],0.7509,0.0025,128.0000,0.0100
360,-87.1278,[4.8489 -4.8883 ],[0.0013 -0.0013 ],0.0019,[-0.5257 0.5257 ],0.7434,0.0025,128.0000,0.0100
361,-87.1291,[4.8502 -4.8896 ],[0.0013 -0.0013 ],0.0018,[-0.5204 0.5204 ],0.7360,0.0025,128.0000,0.0100
362,-87.1305,[4.8515 -4.8909 ],[0.0013 -0.0013 ],0.0018,[-0.5152 0.5152 ],0.7286,0.0025,128.0000,0.0100
363,-87.1318,[4.8528 -4.8922 ],[0.0013 -0.0013 ],0.0018,[-0.5100 0.5100 ],0.7213,0.0025,128.0000,0.0100
364,-87.1331,[4.8541 -4.8934 ],[0.0013 -0.0013 ],0.0018,[-0.5049 0.5049 ],0.7141,0.0025,128.0000,0.0100
365,-87.1344,[4.8553 -4.8947 ],[0.0012 -0.0012 ],0.0018,[-0.4999 0.4999 ],0.7070,0.0025,128.0000,0.0100
366,-87.1356,[4.8566 -4.8960 ],[0.0012 -0.0012 ],0.0017,[-0.4949 0.4949 ],0.6999,0.0025,128.0000,0.0100
367,-87.1368,[4.8578 -4.8972 ],[0.0012 -0.0012 ],0.0017,[-0.4899 0.4899 ],0.6929,0.0025,128.0000,0.0100
368,-87.1380,[4.8591 -4.8984 ],[0.0012 -0.0012 ],0.0017,[-0.4850 0.4850 ],0.6860,0.0025,128.0000,0.0100
369,-87.1392,[4.8603 -4.8996 ],[0.0012 -0.0012 ],0.0017,[-0.4802 0.4802 ],0.6791,0.0025,128.0000,0.0100
370,-87.1404,[4.8615 -4.9008 ],[0.0012 -0.0012 ],0.0017,[-0.4754 0.4754 ],0.6723,0.0025,128.0000,0.0100
371,-87.1415,[4.8627 -4.9020 ],[0.0012 -0.0012 ],0.0017,[-0.4706 0.4706 ],0.6656,0.0025,128.0000,0.0100
