n,f(x),x,p,||p||,gradient,||gradient||,alpha,k,eps
29,4.3854,[-0.8514 0.8514 ],[-0.0159 0.0159 ],0.0225,[1.5943 -1.5943 ],2.2547,0.0100,1.0000,0.0100
30,4.3356,[-0.8674 0.8674 ],[-0.0153 0.0153 ],0.0216,[1.5305 -1.5305 ],2.1645,0.0100,1.0000,0.0100
31,4.2897,[-0.8827 0.8827 ],[-0.0147 0.0147 ],0.0208,[1.4693 -1.4693 ],2.0779,0.0100,1.0000,0.0100
32,4.2474,[-0.8974 0.8974 ],[-0.0141 0.0141 ],0.0199,[1.4105 -1.4105 ],1.9948,0.0100,1.0000,0.0100
33,4.2084,[-0.9115 0.9115 ],[-0.0135 0.0135 ],0.0191,[1.3541 -1.3541 ],1.9150,0.0100,1.0000,0.0100
34,4.1725,[-0.9250 0.9250 ],[-0.0130 0.0130 ],0.0184,[1.2999 -1.2999 ],1.8384,0.0100,1.0000,0.0100
35,4.1393,[-0.9380 0.9380 ],[-0.0125 0.0125 ],0.0176,[1.2479 -1.2479 ],1.7648,0.0100,1.0000,0.0100
36,4.1088,[-0.9505 0.9505 ],[-0.0120 0.0120 ],0.0169,[1.1980 -1.1980 ],1.6943,0.0100,1.0000,0.0100
37,4.0807,[-0.9625 0.9625 ],[-0.0115 0.0115 ],0.0163,[1.1501 -1.1501 ],1.6265,0.0100,1.0000,0.0100
38,4.0548,[-0.9740 0.9740 ],[-0.0110 0.0110 ],0.0156,[1.1041 -1.1041 ],1.5614,0.0100,1.0000,0.0100
39,4.0309,[-0.9850 0.9850 ],[-0.0106 0.0106 ],0.0150,[1.0599 -1.0599 ],1.4990,0.0100,1.0000,0.0100
40,4.0088,[-0.9956 0.9956 ],[-0.0102 0.0102 ],0.0144,[1.0175 -1.0175 ],1.4390,0.0100,1.0000,0.0100
41,3.9885,[-1.0058 1.0058 ],[-0.0098 0.0098 ],0.0138,[0.9768 -0.9768 ],1.3814,0.0100,1.0000,0.0100
42,3.9698,[-1.0156 1.0156 ],[-0.0094 0.0094 ],0.0133,[0.9378 -0.9378 ],1.3262,0.0100,1.0000,0.0100
43,3.9526,[-1.0249 1.0249 ],[-0.0090 0.0090 ],0.0127,[0.9002 -0.9002 ],1.2731,0.0100,1.0000,0.0100
44,3.9367,[-1.0339 1.0339 ],[-0.0086 0.0086 ],0.0122,[0.8642 -0.8642 ],1.2222,0.0100,1.0000,0.0100
45,3.9221,[-1.0426 1.0426 ],[-0.0083 0.0083 ],0.0117,[0.8297 -0.8297 ],1.1733,0.0100,1.0000,0.0100
46,3.9086,[-1.0509 1.0509 ],[-0.0080 0.0080 ],0.0113,[0.7965 -0.7965 ],1.1264,0.0100,1.0000,0.0100
47,3.8962,[-1.0588 1.0588 ],[-0.0076 0.0076 ],0.0108,[0.7646 -0.7646 ],1.0813,0.0100,1.0000,0.0100
48,3.8847,[-1.0665 1.0665 ],[-0.0073 0.0073 ],0.0104,[0.7340 -0.7340 ],1.0381,0.0100,1.0000,0.0100
49,3.8741,[-1.0738 1.0738 ],[-0.0070 0.0070 ],0.0100,[0.7047 -0.7047 ],0.9966,0.0100,1.0000,0.0100
50,3.8644,[-1.0809 1.0809 ],[-0.0068 0.0068 ],0.0096,[0.6765 -0.6765 ],0.9567,0.0100,1.0000,0.0100
51,3.8554,[-1.0876 1.0876 ],[-0.0065 0.0065 ],0.0092,[0.6494 -0.6494 ],0.9184,0.0100,1.0000,0.0100
52,3.8472,[-1.0941 1.0941 ],[-0.0062 0.0062 ],0.0088,[0.6235 -0.6235 ],0.8817,0.0100,1.0000,0.0100
53,3.8396,[-1.1004 1.1004 ],[-0.0060 0.0060 ],0.0085,[0.5985 -0.5985 ],0.8464,0.0100,1.0000,0.0100
54,3.8325,[-1.1064 1.1064 ],[-0.0057 0.0057 ],0.0081,[0.5746 -0.5746 ],0.8126,0.0100,1.0000,0.0100
55,3.8261,[-1.1121 1.1121 ],[-0.0055 0.0055 ],0.0078,[0.5516 -0.5516 ],0.7801,0.0100,1.0000,0.0100
56,3.8201,[-1.1176 1.1176 ],[-0.0053 0.0053 ],0.0075,[0.5295 -0.5295 ],0.7489,0.0100,1.0000,0.0100
57,3.8146,[-1.1229 1.1229 ],[-0.0051 0.0051 ],0.0072,[0.5083 -0.5083 ],0.7189,0.0100,1.0000,0.0100
58,3.8095,[-1.1280 1.1280 ],[-0.0049 0.0049 ],0.0069,[0.4880 -0.4880 ],0.6902,0.0100,1.0000,0.0100
59,3.8049,[-1.1329 1.1329 ],[-0.0047 0.0047 ],0.0066,[0.4685 -0.4685 ],0.6625,0.0100,1.0000,0.0100
60,3.8006,[-1.1376 1.1376 ],[-0.0045 0.0045 ],0.0064,[0.4498 -0.4498 ],0.6360,0.0100,1.0000,0.0100
61,3.7966,[-1.1421 1.1421 ],[-0.0043 0.0043 ],0.0061,[0.4318 -0.4318 ],0.6106,0.0100,1.0000,0.0100
62,3.7930,[-1.1464 1.1464 ],[-0.0041 0.0041 ],0.0059,[0.4145 -0.4145 ],0.5862,0.0100,1.0000,0.0100
63,3.7896,[-1.1505 1.1505 ],[-0.0040 0.0040 ],0.0056,[0.3979 -0.3979 ],0.5627,0.0100,1.0000,0.0100
64,3.7865,[-1.1545 1.1545 ],[-0.0038 0.0038 ],0.0054,[0.3820 -0.3820 ],0.5402,0.0100,1.0000,0.0100
65,3.7836,[-1.1583 1.1583 ],[-0.0037 0.0037 ],0.0052,[0.3667 -0.3667 ],0.5186,0.0100,1.0000,0.0100
66,3.7810,[-1.1620 1.1620 ],[-0.0035 0.0035 ],0.0050,[0.3520 -0.3520 ],0.4979,0.0100,1.0000,0.0100
67,3.7786,[-1.1655 1.1655 ],[-0.0034 0.0034 ],0.0048,[0.3380 -0.3380 ],0.4780,0.0100,1.0000,0.0100
68,3.7763,[-1.1689 1.1689 ],[-0.0032 0.0032 ],0.0046,[0.3244 -0.3244 ],0.4588,0.0100,1.0000,0.0100
69,3.7743,[-1.1721 1.1721 ],[-0.0031 0.0031 ],0.0044,[0.3115 -0.3115 ],0.4405,0.0100,1.0000,0.0100
70,3.7724,[-1.1752 1.1752 ],[-0.0030 0.0030 ],0.0042,[0.2990 -0.2990 ],0.4229,0.0100,1.0000,0.0100
71,3.7706,[-1.1782 1.1782 ],[-0.0029 0.0029 ],0.0041,[0.2870 -0.2870 ],0.4059,0.0100,1.0000,0.0100
72,3.7690,[-1.1811 1.1811 ],[-0.0028 0.0028 ],0.0039,[0.2756 -0.2756 ],0.3897,0.0100,1.0000,0.0100
73,3.7675,[-1.1839 1.1839 ],[-0.0026 0.0026 ],0.0037,[0.2645 -0.2645 ],0.3741,0.0100,1.0000,0.0100
74,3.7661,[-1.1865 1.1865 ],[-0.0025 0.0025 ],0.0036,[0.2540 -0.2540 ],0.3592,0.0100,1.0000,0.0100
75,3.7649,[-1.1890 1.1890 ],[-0.0024 0.0024 ],0.0034,[0.2438 -0.2438 ],0.3448,0.0100,1.0000,0.0100
76,3.7637,[-1.1915 1.1915 ],[-0.0023 0.0023 ],0.0033,[0.2341 -0.2341 ],0.3310,0.0100,1.0000,0.0100
77,3.7626,[-1.1938 1.1938 ],[-0.0022 0.0022 ],0.0032,[0.2247 -0.2247 ],0.3178,0.0100,1.0000,0.0100
78,3.7616,[-1.1961 1.1961 ],[-0.0022 0.0022 ],0.0031,[0.2157 -0.2157 ],0.3050,0.0100,1.0000,0.0100
79,3.7607,[-1.1982 1.1982 ],[-0.0021 0.0021 ],0.0029,[0.2071 -0.2071 ],0.2928,0.0100,1.0000,0.0100
80,3.7599,[-1.2003 1.2003 ],[-0.0020 0.0020 ],0.0028,[0.1988 -0.1988 ],0.2811,0.0100,1.0000,0.0100
81,3.7591,[-1.2023 1.2023 ],[-0.0019 0.0019 ],0.0027,[0.1908 -0.1908 ],0.2699,0.0100,1.0000,0.0100
82,3.7584,[-1.2042 1.2042 ],[-0.0018 0.0018 ],0.0026,[0.1832 -0.1832 ],0.2591,0.0100,1.0000,0.0100
83,3.7577,[-1.2060 1.2060 ],[-0.0018 0.0018 ],0.0025,[0.1759 -0.1759 ],0.2487,0.0100,1.0000,0.0100
84,3.7571,[-1.2078 1.2078 ],[-0.0017 0.0017 ],0.0024,[0.1688 -0.1688 ],0.2388,0.0100,1.0000,0.0100
85,3.7566,[-1.2095 1.2095 ],[-0.0016 0.0016 ],0.0023,[0.1621 -0.1621 ],0.2292,0.0100,1.0000,0.0100
86,3.7561,[-1.2111 1.2111 ],[-0.0016 0.0016 ],0.0022,[0.1556 -0.1556 ],0.2201,0.0100,1.0000,0.0100
87,3.7556,[-1.2127 1.2127 ],[-0.0015 0.0015 ],0.0021,[0.1494 -0.1494 ],0.2113,0.0100,1.0000,0.0100
88,3.7551,[-1.2141 1.2141 ],[-0.0014 0.0014 ],0.0020,[0.1434 -0.1434 ],0.2028,0.0100,1.0000,0.0100
89,3.7547,[-1.2156 1.2156 ],[-0.0014 0.0014 ],0.0019,[0.1377 -0.1377 ],0.1947,0.0100,1.0000,0.0100
90,3.7544,[-1.2170 1.2170 ],[-0.0013 0.0013 ],0.0019,[0.1322 -0.1322 ],0.1869,0.0100,1.0000,0.0100
91,3.7540,[-1.2183 1.2183 ],[-0.0013 0.0013 ],0.0018,[0.1269 -0.1269 ],0.1794,0.0100,1.0000,0.0100
92,3.7537,[-1.2195 1.2195 ],[-0.0012 0.0012 ],0.0017,[0.1218 -0.1218 ],0.1723,0.0100,1.0000,0.0100
93,3.7534,[-1.2208 1.2208 ],[-0.0012 0.0012 ],0.0017,[0.1169 -0.1169 ],0.1654,0.0100,1.0000,0.0100
94,3.7532,[-1.2219 1.2219 ],[-0.0011 0.0011 ],0.0016,[0.1123 -0.1123 ],0.1587,0.0100,1.0000,0.0100
95,3.7529,[-1.2231 1.2231 ],[-0.0011 0.0011 ],0.0015,[0.1078 -0.1078 ],0.1524,0.0100,1.0000,0.0100
96,3.7527,[-1.2241 1.2241 ],[-0.0010 0.0010 ],0.0015,[0.1035 -0.1035 ],0.1463,0.0100,1.0000,0.0100
97,3.7525,[-1.2252 1.2252 ],[-0.0010 0.0010 ],0.0014,[0.0993 -0.0993 ],0.1405,0.0100,1.0000,0.0100
98,3.7523,[-1.2262 1.2262 ],[-0.0010 0.0010 ],0.0013,[0.0953 -0.0953 ],0.1348,0.0100,1.0000,0.0100
99,3.7521,[-1.2271 1.2271 ],[-0.0009 0.0009 ],0.0013,[0.0915 -0.0915 ],0.1294,0.0100,1.0000,0.0100
100,3.7519,[-1.2280 1.2280 ],[-0.0009 0.0009 ],0.0012,[0.0879 -0.0879 ],0.1243,0.0100,1.0000,0.0100
101,3.7518,[-1.2289 1.2289 ],[-0.0008 0.0008 ],0.0012,[0.0844 -0.0844 ],0.1193,0.0100,1.0000,0.0100
102,3.7516,[-1.2298 1.2298 ],[-0.0008 0.0008 ],0.0011,[0.0810 -0.0810 ],0.1145,0.0100,1.0000,0.0100
103,3.7515,[-1.2306 1.2306 ],[-0.0008 0.0008 ],0.0011,[0.0777 -0.0777 ],0.1099,0.0100,1.0000,0.0100
104,3.7514,[-1.2313 1.2313 ],[-0.0007 0.0007 ],0.0011,[0.0746 -0.0746 ],0.1055,0.0100,1.0000,0.0100
105,3.7513,[-1.2321 1.2321 ],[-0.0007 0.0007 ],0.0010,[0.0716 -0.0716 ],0.1013,0.0100,1.0000,0.0100
106,3.7512,[-1.2328 1.2328 ],[-0.0007 0.0007 ],0.0010,[0.0688 -0.0688 ],0.0973,0.0100,1.0000,0.0100
107,3.7511,[-1.2335 1.2335 ],[-0.0007 0.0007 ],0.0009,[0.0660 -0.0660 ],0.0934,0.0100,1.0000,0.0100
108,3.7510,[-1.2342 1.2342 ],[-0.0006 0.0006 ],0.0009,[0.0634 -0.0634 ],0.0896,0.0100,1.0000,0.0100
109,3.7509,[-1.2348 1.2348 ],[-0.0006 0.0006 ],0.0009,[0.0609 -0.0609 ],0.0861,0.0100,1.0000,0.0100
110,3.7509,[-1.2354 1.2354 ],[-0.0006 0.0006 ],0.0008,[0.0584 -0.0584 ],0.0826,0.0100,1.0000,0.0100
111,3.7508,[-1.2360 1.2360 ],[-0.0006 0.0006 ],0.0008,[0.0561 -0.0561 ],0.0793,0.0100,1.0000,0.0100
112,3.7507,[-1.2365 1.2365 ],[-0.0005 0.0005 ],0.0008,[0.0538 -0.0538 ],0.0761,0.0100,1.0000,0.0100
113,3.7507,[-1.2371 1.2371 ],[-0.0005 0.0005 ],0.0007,[0.0517 -0.0517 ],0.0731,0.0100,1.0000,0.0100
114,3.7506,[-1.2376 1.2376 ],[-0.0005 0.0005 ],0.0007,[0.0496 -0.0496 ],0.0702,0.0100,1.0000,0.0100
115,3.7506,[-1.2381 1.2381 ],[-0.0005 0.0005 ],0.0007,[0.0476 -0.0476 ],0.0674,0.0100,1.0000,0.0100
116,3.7505,[-1.2386 1.2386 ],[-0.0005 0.0005 ],0.0006,[0.0457 -0.0457 ],0.0647,0.0100,1.0000,0.0100
117,3.7505,[-1.2390 1.2390 ],[-0.0004 0.0004 ],0.0006,[0.0439 -0.0439 ],0.0621,0.0100,1.0000,0.0100
118,3.7504,[-1.2395 1.2395 ],[-0.0004 0.0004 ],0.0006,[0.0421 -0.0421 ],0.0596,0.0100,1.0000,0.0100
119,3.7504,[-1.2399 1.2399 ],[-0.0004 0.0004 ],0.0006,[0.0405 -0.0405 ],0.0572,0.0100,1.0000,0.0100
120,3.7504,[-1.2403 1.2403 ],[-0.0004 0.0004 ],0.0005,[0.0388 -0.0388 ],0.0549,0.0100,1.0000,0.0100
121,3.7503,[-1.2407 1.2407 ],[-0.0004 0.0004 ],0.0005,[0.0373 -0.0373 ],0.0527,0.0100,1.0000,0.0100
122,3.7503,[-1.2411 1.2411 ],[-0.0004 0.0004 ],0.0005,[0.0358 -0.0358 ],0.0506,0.0100,1.0000,0.0100
123,3.7503,[-1.2414 1.2414 ],[-0.0003 0.0003 ],0.0005,[0.0344 -0.0344 ],0.0486,0.0100,1.0000,0.0100
124,3.7503,[-1.2418 1.2418 ],[-0.0003 0.0003 ],0.0005,[0.0330 -0.0330 ],0.0466,0.0100,1.0000,0.0100
125,3.7503,[-1.2421 1.2421 ],[-0.0003 0.0003 ],0.0004,[0.0317 -0.0317 ],0.0448,0.0100,1.0000,0.0100
126,3.7502,[-1.2424 1.2424 ],[-0.0003 0.0003 ],0.0004,[0.0304 -0.0304 ],0.0430,0.0100,1.0000,0.0100
127,3.7502,[-1.2427 1.2427 ],[-0.0003 0.0003 ],0.0004,[0.0292 -0.0292 ],0.0413,0.0100,1.0000,0.0100
128,3.7502,[-1.2430 1.2430 ],[-0.0003 0.0003 ],0.0004,[0.0280 -0.0280 ],0.0396,0.0100,1.0000,0.0100
129,3.7502,[-1.2433 1.2433 ],[-0.0003 0.0003 ],0.0004,[0.0269 -0.0269 ],0.0380,0.0100,1.0000,0.0100
130,3.7502,[-1.2435 1.2435 ],[-0.0003 0.0003 ],0.0004,[0.0258 -0.0258 ],0.0365,0.0100,1.0000,0.0100
131,3.7502,[-1.2438 1.2438 ],[-0.0002 0.0002 ],0.0004,[0.0248 -0.0248 ],0.0351,0.0100,1.0000,0.0100
132,3.7501,[-1.2441 1.2441 ],[-0.0002 0.0002 ],0.0003,[0.0238 -0.0238 ],0.0337,0.0100,1.0000,0.0100
133,3.7501,[-1.2443 1.2443 ],[-0.0002 0.0002 ],0.0003,[0.0228 -0.0228 ],0.0323,0.0100,1.0000,0.0100
134,3.7501,[-1.2445 1.2445 ],[-0.0002 0.0002 ],0.0003,[0.0219 -0.0219 ],0.0310,0.0100,1.0000,0.0100
135,3.7501,[-1.2447 1.2447 ],[-0.0002 0.0002 ],0.0003,[0.0211 -0.0211 ],0.0298,0.0100,1.0000,0.0100
136,3.7501,[-1.2449 1.2449 ],[-0.0002 0.0002 ],0.0003,[0.0202 -0.0202 ],0.0286,0.0100,1.0000,0.0100
137,3.7501,[-1.2451 1.2451 ],[-0.0002 0.0002 ],0.0003,[0.0194 -0.0194 ],0.0274,0.0100,1.0000,0.0100
138,3.7501,[-1.2453 1.2453 ],[-0.0002 0.0002 ],0.0003,[0.0186 -0.0186 ],0.0263,0.0100,1.0000,0.0100
139,3.7501,[-1.2455 1.2455 ],[-0.0002 0.0002 ],0.0003,[0.0179 -0.0179 ],0.0253,0.0100,1.0000,0.0100
140,3.7501,[-1.2457 1.2457 ],[-0.0002 0.0002 ],0.0002,[0.0172 -0.0172 ],0.0243,0.0100,1.0000,0.0100
141,3.7501,[-1.2459 1.2459 ],[-0.0002 0.0002 ],0.0002,[0.0165 -0.0165 ],0.0233,0.0100,1.0000,0.0100
142,3.7501,[-1.2460 1.2460 ],[-0.0002 0.0002 ],0.0002,[0.0158 -0.0158 ],0.0224,0.0100,1.0000,0.0100
143,3.7501,[-1.2462 1.2462 ],[-0.0002 0.0002 ],0.0002,[0.0152 -0.0152 ],0.0215,0.0100,1.0000,0.0100
144,3.7501,[-1.2464 1.2464 ],[-0.0001 0.0001 ],0.0002,[0.0146 -0.0146 ],0.0206,0.0100,1.0000,0.0100
145,3.7500,[-1.2465 1.2465 ],[-0.0001 0.0001 ],0.0002,[0.0140 -0.0140 ],0.0198,0.0100,1.0000,0.0100
146,3.7500,[-1.2466 1.2466 ],[-0.0001 0.0001 ],0.0002,[0.0134 -0.0134 ],0.0190,0.0100,1.0000,0.0100
147,3.7500,[-1.2468 1.2468 ],[-0.0001 0.0001 ],0.0002,[0.0129 -0.0129 ],0.0182,0.0100,1.0000,0.0100
148,3.7500,[-1.2469 1.2469 ],[-0.0001 0.0001 ],0.0002,[0.0124 -0.0124 ],0.0175,0.0100,1.0000,0.0100
149,3.7500,[-1.2470 1.2470 ],[-0.0001 0.0001 ],0.0002,[0.0119 -0.0119 ],0.0168,0.0100,1.0000,0.0100
150,3.7500,[-1.2471 1.2471 ],[-0.0001 0.0001 ],0.0002,[0.0114 -0.0114 ],0.0161,0.0100,1.0000,0.0100
151,3.7500,[-1.2473 1.2473 ],[-0.0001 0.0001 ],0.0002,[0.0110 -0.0110 ],0.0155,0.0100,1.0000,0.0100
152,3.7500,[-1.2474 1.2474 ],[-0.0001 0.0001 ],0.0001,[0.0105 -0.0105 ],0.0149,0.0100,1.0000,0.0100
153,3.7500,[-1.2475 1.2475 ],[-0.0001 0.0001 ],0.0001,[0.0101 -0.0101 ],0.0143,0.0100,1.0000,0.0100
154,3.7500,[-1.2476 1.2476 ],[-0.0001 0.0001 ],0.0001,[0.0097 -0.0097 ],0.0137,0.0100,1.0000,0.0100
155,3.7500,[-1.2477 1.2477 ],[-0.0001 0.0001 ],0.0001,[0.0093 -0.0093 ],0.0132,0.0100,1.0000,0.0100
156,3.7500,[-1.2478 1.2478 ],[-0.0001 0.0001 ],0.0001,[0.0089 -0.0089 ],0.0126,0.0100,1.0000,0.0100
157,3.7500,[-1.2479 1.2479 ],[-0.0001 0.0001 ],0.0001,[0.0086 -0.0086 ],0.0121,0.0100,1.0000,0.0100
158,3.7500,[-1.2479 1.2479 ],[-0.0001 0.0001 ],0.0001,[0.0082 -0.0082 ],0.0116,0.0100,1.0000,0.0100
159,3.7500,[-1.2480 1.2480 ],[-0.0001 0.0001 ],0.0001,[0.0079 -0.0079 ],0.0112,0.0100,1.0000,0.0100
160,3.7500,[-1.2481 1.2481 ],[-0.0001 0.0001 ],0.0001,[0.0076 -0.0076 ],0.0107,0.0100,1.0000,0.0100
161,3.7500,[-1.2482 1.2482 ],[-0.0001 0.0001 ],0.0001,[0.0073 -0.0073 ],0.0103,0.0100,1.0000,0.0100
