n,f(x),x,p,||p||,gradient,||gradient||,alpha,eps
397,-10.3748,[-2.4858 3.2318 ],[-0.0125 0.0160 ],0.0203,[0.0125 -0.0160 ],0.0203,0.0099,0.0001
398,-10.3748,[-2.4859 3.2319 ],[-0.0247 0.0316 ],0.0401,[0.0124 -0.0159 ],0.0201,0.0099,0.0001
399,-10.3748,[-2.4861 3.2322 ],[-0.0122 0.0156 ],0.0198,[0.0122 -0.0156 ],0.0198,0.0099,0.0001
400,-10.3748,[-2.4862 3.2324 ],[-0.0240 0.0308 ],0.0390,[0.0121 -0.0154 ],0.0196,0.0099,0.0001
401,-10.3748,[-2.4865 3.2327 ],[-0.0119 0.0152 ],0.0193,[0.0119 -0.0152 ],0.0193,0.0099,0.0001
402,-10.3748,[-2.4866 3.2328 ],[-0.0234 0.0300 ],0.0380,[0.0118 -0.0151 ],0.0191,0.0099,0.0001
403,-10.3748,[-2.4868 3.2331 ],[-0.0115 0.0148 ],0.0188,[0.0115 -0.0148 ],0.0188,0.0099,0.0001
404,-10.3748,[-2.4869 3.2333 ],[-0.0228 0.0292 ],0.0370,[0.0114 -0.0147 ],0.0186,0.0099,0.0001
405,-10.3748,[-2.4872 3.2336 ],[-0.0113 0.0144 ],0.0183,[0.0113 -0.0144 ],0.0183,0.0099,0.0001
406,-10.3748,[-2.4873 3.2337 ],[-0.0222 0.0284 ],0.0361,[0.0112 -0.0143 ],0.0181,0.0099,0.0001
407,-10.3748,[-2.4875 3.2340 ],[-0.0110 0.0140 ],0.0178,[0.0110 -0.0140 ],0.0178,0.0099,0.0001
408,-10.3748,[-2.4876 3.2341 ],[-0.0216 0.0277 ],0.0352,[0.0109 -0.0139 ],0.0177,0.0099,0.0001
409,-10.3748,[-2.4878 3.2344 ],[-0.0107 0.0137 ],0.0173,[0.0107 -0.0137 ],0.0173,0.0099,0.0001
410,-10.3748,[-2.4879 3.2345 ],[-0.0211 0.0270 ],0.0342,[0.0106 -0.0136 ],0.0172,0.0099,0.0001
411,-10.3748,[-2.4881 3.2348 ],[-0.0104 0.0133 ],0.0169,[0.0104 -0.0133 ],0.0169,0.0099,0.0001
412,-10.3748,[-2.4882 3.2349 ],[-0.0205 0.0263 ],0.0334,[0.0103 -0.0132 ],0.0168,0.0099,0.0001
413,-10.3748,[-2.4884 3.2352 ],[-0.0101 0.0130 ],0.0165,[0.0101 -0.0130 ],0.0165,0.0099,0.0001
414,-10.3748,[-2.4885 3.2353 ],[-0.0200 0.0256 ],0.0325,[0.0100 -0.0129 ],0.0163,0.0099,0.0001
415,-10.3749,[-2.4887 3.2356 ],[-0.0099 0.0126 ],0.0160,[0.0099 -0.0126 ],0.0160,0.0099,0.0001
416,-10.3749,[-2.4888 3.2357 ],[-0.0195 0.0250 ],0.0317,[0.0098 -0.0125 ],0.0159,0.0099,0.0001
417,-10.3749,[-2.4890 3.2360 ],[-0.0096 0.0123 ],0.0156,[0.0096 -0.0123 ],0.0156,0.0099,0.0001
418,-10.3749,[-2.4891 3.2361 ],[-0.0190 0.0243 ],0.0308,[0.0095 -0.0122 ],0.0155,0.0099,0.0001
419,-10.3749,[-2.4893 3.2363 ],[-0.0094 0.0120 ],0.0152,[0.0094 -0.0120 ],0.0152,0.0099,0.0001
420,-10.3749,[-2.4894 3.2364 ],[-0.0185 0.0237 ],0.0301,[0.0093 -0.0119 ],0.0151,0.0099,0.0001
421,-10.3749,[-2.4896 3.2367 ],[-0.0091 0.0117 ],0.0148,[0.0091 -0.0117 ],0.0148,0.0099,0.0001
422,-10.3749,[-2.4897 3.2368 ],[-0.0180 0.0231 ],0.0293,[0.0090 -0.0116 ],0.0147,0.0099,0.0001
423,-10.3749,[-2.4899 3.2370 ],[-0.0089 0.0114 ],0.0144,[0.0089 -0.0114 ],0.0144,0.0099,0.0001
424,-10.3749,[-2.4899 3.2371 ],[-0.0176 0.0225 ],0.0285,[0.0088 -0.0113 ],0.0143,0.0099,0.0001
425,-10.3749,[-2.4901 3.2373 ],[-0.0087 0.0111 ],0.0141,[0.0087 -0.0111 ],0.0141,0.0099,0.0001
426,-10.3749,[-2.4902 3.2375 ],[-0.0171 0.0219 ],0.0278,[0.0086 -0.0110 ],0.0140,0.0099,0.0001
427,-10.3749,[-2.4904 3.2377 ],[-0.0084 0.0108 ],0.0137,[0.0084 -0.0108 ],0.0137,0.0099,0.0001
428,-10.3749,[-2.4905 3.2378 ],[-0.0167 0.0213 ],0.0271,[0.0084 -0.0107 ],0.0136,0.0099,0.0001
429,-10.3749,[-2.4906 3.2380 ],[-0.0082 0.0105 ],0.0134,[0.0082 -0.0105 ],0.0134,0.0099,0.0001
430,-10.3749,[-2.4907 3.2381 ],[-0.0162 0.0208 ],0.0264,[0.0081 -0.0104 ],0.0132,0.0099,0.0001
431,-10.3749,[-2.4909 3.2383 ],[-0.0080 0.0103 ],0.0130,[0.0080 -0.0103 ],0.0130,0.0099,0.0001
432,-10.3749,[-2.4909 3.2384 ],[-0.0158 0.0202 ],0.0257,[0.0079 -0.0102 ],0.0129,0.0099,0.0001
433,-10.3749,[-2.4911 3.2386 ],[-0.0078 0.0100 ],0.0127,[0.0078 -0.0100 ],0.0127,0.0099,0.0001
434,-10.3749,[-2.4912 3.2387 ],[-0.0154 0.0197 ],0.0250,[0.0077 -0.0099 ],0.0126,0.0099,0.0001
435,-10.3749,[-2.4913 3.2389 ],[-0.0076 0.0097 ],0.0124,[0.0076 -0.0097 ],0.0124,0.0099,0.0001
436,-10.3749,[-2.4914 3.2390 ],[-0.0150 0.0192 ],0.0244,[0.0075 -0.0096 ],0.0122,0.0099,0.0001
437,-10.3749,[-2.4916 3.2392 ],[-0.0074 0.0095 ],0.0120,[0.0074 -0.0095 ],0.0120,0.0099,0.0001
438,-10.3749,[-2.4916 3.2393 ],[-0.0146 0.0187 ],0.0238,[0.0073 -0.0094 ],0.0119,0.0099,0.0001
439,-10.3749,[-2.4918 3.2395 ],[-0.0072 0.0092 ],0.0117,[0.0072 -0.0092 ],0.0117,0.0099,0.0001
440,-10.3749,[-2.4918 3.2396 ],[-0.0142 0.0182 ],0.0231,[0.0072 -0.0092 ],0.0116,0.0099,0.0001
441,-10.3749,[-2.4920 3.2397 ],[-0.0070 0.0090 ],0.0114,[0.0070 -0.0090 ],0.0114,0.0099,0.0001
442,-10.3749,[-2.4921 3.2398 ],[-0.0139 0.0178 ],0.0225,[0.0070 -0.0089 ],0.0113,0.0099,0.0001
443,-10.3749,[-2.4922 3.2400 ],[-0.0068 0.0088 ],0.0111,[0.0068 -0.0088 ],0.0111,0.0099,0.0001
444,-10.3749,[-2.4923 3.2401 ],[-0.0135 0.0173 ],0.0220,[0.0068 -0.0087 ],0.0110,0.0099,0.0001
445,-10.3749,[-2.4924 3.2403 ],[-0.0067 0.0085 ],0.0108,[0.0067 -0.0085 ],0.0108,0.0099,0.0001
446,-10.3749,[-2.4925 3.2403 ],[-0.0132 0.0169 ],0.0214,[0.0066 -0.0085 ],0.0107,0.0099,0.0001
447,-10.3749,[-2.4926 3.2405 ],[-0.0065 0.0083 ],0.0106,[0.0065 -0.0083 ],0.0106,0.0099,0.0001
448,-10.3749,[-2.4927 3.2406 ],[-0.0128 0.0164 ],0.0208,[0.0064 -0.0082 ],0.0105,0.0099,0.0001
449,-10.3749,[-2.4928 3.2408 ],[-0.0063 0.0081 ],0.0103,[0.0063 -0.0081 ],0.0103,0.0099,0.0001
450,-10.3749,[-2.4928 3.2408 ],[-0.0125 0.0160 ],0.0203,[0.0063 -0.0080 ],0.0102,0.0099,0.0001
451,-10.3749,[-2.4930 3.2410 ],[-0.0062 0.0079 ],0.0100,[0.0062 -0.0079 ],0.0100,0.0099,0.0001
452,-10.3749,[-2.4930 3.2411 ],[-0.0122 0.0156 ],0.0198,[0.0061 -0.0078 ],0.0099,0.0099,0.0001
453,-10.3749,[-2.4931 3.2412 ],[-0.0060 0.0077 ],0.0098,[0.0060 -0.0077 ],0.0098,0.0099,0.0001
454,-10.3749,[-2.4932 3.2413 ],[-0.0119 0.0152 ],0.0193,[0.0060 -0.0076 ],0.0097,0.0099,0.0001
455,-10.3749,[-2.4933 3.2415 ],[-0.0059 0.0075 ],0.0095,[0.0059 -0.0075 ],0.0095,0.0099,0.0001
456,-10.3749,[-2.4934 3.2415 ],[-0.0116 0.0148 ],0.0188,[0.0058 -0.0074 ],0.0094,0.0099,0.0001
457,-10.3750,[-2.4935 3.2417 ],[-0.0057 0.0073 ],0.0093,[0.0057 -0.0073 ],0.0093,0.0099,0.0001
458,-10.3750,[-2.4936 3.2417 ],[-0.0113 0.0144 ],0.0183,[0.0057 -0.0072 ],0.0092,0.0099,0.0001
459,-10.3750,[-2.4937 3.2419 ],[-0.0056 0.0071 ],0.0090,[0.0056 -0.0071 ],0.0090,0.0099,0.0001
460,-10.3750,[-2.4937 3.2420 ],[-0.0110 0.0140 ],0.0178,[0.0055 -0.0071 ],0.0089,0.0099,0.0001
461,-10.3750,[-2.4938 3.2421 ],[-0.0054 0.0069 ],0.0088,[0.0054 -0.0069 ],0.0088,0.0099,0.0001
462,-10.3750,[-2.4939 3.2422 ],[-0.0107 0.0137 ],0.0174,[0.0054 -0.0069 ],0.0087,0.0099,0.0001
463,-10.3750,[-2.4940 3.2423 ],[-0.0053 0.0068 ],0.0086,[0.0053 -0.0068 ],0.0086,0.0099,0.0001
464,-10.3750,[-2.4940 3.2424 ],[-0.0104 0.0133 ],0.0169,[0.0052 -0.0067 ],0.0085,0.0099,0.0001
465,-10.3750,[-2.4941 3.2425 ],[-0.0051 0.0066 ],0.0083,[0.0051 -0.0066 ],0.0083,0.0099,0.0001
466,-10.3750,[-2.4942 3.2426 ],[-0.0101 0.0130 ],0.0165,[0.0051 -0.0065 ],0.0083,0.0099,0.0001
467,-10.3750,[-2.4943 3.2427 ],[-0.0050 0.0064 ],0.0081,[0.0050 -0.0064 ],0.0081,0.0099,0.0001
468,-10.3750,[-2.4943 3.2428 ],[-0.0099 0.0126 ],0.0160,[0.0050 -0.0064 ],0.0081,0.0099,0.0001
469,-10.3750,[-2.4944 3.2429 ],[-0.0049 0.0062 ],0.0079,[0.0049 -0.0062 ],0.0079,0.0099,0.0001
470,-10.3750,[-2.4945 3.2429 ],[-0.0096 0.0123 ],0.0156,[0.0048 -0.0062 ],0.0078,0.0099,0.0001
471,-10.3750,[-2.4946 3.2431 ],[-0.0047 0.0061 ],0.0077,[0.0047 -0.0061 ],0.0077,0.0099,0.0001
472,-10.3750,[-2.4946 3.2431 ],[-0.0094 0.0120 ],0.0152,[0.0047 -0.0060 ],0.0076,0.0099,0.0001
473,-10.3750,[-2.4947 3.2432 ],[-0.0046 0.0059 ],0.0075,[0.0046 -0.0059 ],0.0075,0.0099,0.0001
474,-10.3750,[-2.4948 3.2433 ],[-0.0091 0.0117 ],0.0148,[0.0046 -0.0059 ],0.0074,0.0099,0.0001
475,-10.3750,[-2.4949 3.2434 ],[-0.0045 0.0058 ],0.0073,[0.0045 -0.0058 ],0.0073,0.0099,0.0001
476,-10.3750,[-2.4949 3.2435 ],[-0.0089 0.0114 ],0.0145,[0.0045 -0.0057 ],0.0073,0.0099,0.0001
477,-10.3750,[-2.4950 3.2436 ],[-0.0044 0.0056 ],0.0071,[0.0044 -0.0056 ],0.0071,0.0099,0.0001
478,-10.3750,[-2.4950 3.2436 ],[-0.0087 0.0111 ],0.0141,[0.0044 -0.0056 ],0.0071,0.0099,0.0001
479,-10.3750,[-2.4951 3.2438 ],[-0.0043 0.0055 ],0.0069,[0.0043 -0.0055 ],0.0069,0.0099,0.0001
480,-10.3750,[-2.4952 3.2438 ],[-0.0084 0.0108 ],0.0137,[0.0042 -0.0054 ],0.0069,0.0099,0.0001
481,-10.3750,[-2.4952 3.2439 ],[-0.0042 0.0053 ],0.0068,[0.0042 -0.0053 ],0.0068,0.0099,0.0001
482,-10.3750,[-2.4953 3.2440 ],[-0.0082 0.0105 ],0.0134,[0.0041 -0.0053 ],0.0067,0.0099,0.0001
483,-10.3750,[-2.4954 3.2441 ],[-0.0041 0.0052 ],0.0066,[0.0041 -0.0052 ],0.0066,0.0099,0.0001
484,-10.3750,[-2.4954 3.2441 ],[-0.0080 0.0103 ],0.0130,[0.0040 -0.0052 ],0.0065,0.0099,0.0001
485,-10.3750,[-2.4955 3.2442 ],[-0.0040 0.0051 ],0.0064,[0.0040 -0.0051 ],0.0064,0.0099,0.0001
486,-10.3750,[-2.4955 3.2443 ],[-0.0078 0.0100 ],0.0127,[0.0039 -0.0050 ],0.0064,0.0099,0.0001
487,-10.3750,[-2.4956 3.2444 ],[-0.0039 0.0049 ],0.0063,[0.0039 -0.0049 ],0.0063,0.0099,0.0001
488,-10.3750,[-2.4956 3.2444 ],[-0.0076 0.0097 ],0.0124,[0.0038 -0.0049 ],0.0062,0.0099,0.0001
489,-10.3750,[-2.4957 3.2445 ],[-0.0038 0.0048 ],0.0061,[0.0038 -0.0048 ],0.0061,0.0099,0.0001
490,-10.3750,[-2.4958 3.2446 ],[-0.0074 0.0095 ],0.0120,[0.0037 -0.0048 ],0.0060,0.0099,0.0001
491,-10.3750,[-2.4958 3.2447 ],[-0.0037 0.0047 ],0.0059,[0.0037 -0.0047 ],0.0059,0.0099,0.0001
492,-10.3750,[-2.4959 3.2447 ],[-0.0072 0.0092 ],0.0117,[0.0036 -0.0046 ],0.0059,0.0099,0.0001
493,-10.3750,[-2.4959 3.2448 ],[-0.0036 0.0046 ],0.0058,[0.0036 -0.0046 ],0.0058,0.0099,0.0001
494,-10.3750,[-2.4960 3.2448 ],[-0.0070 0.0090 ],0.0114,[0.0035 -0.0045 ],0.0057,0.0099,0.0001
495,-10.3750,[-2.4960 3.2449 ],[-0.0035 0.0044 ],0.0056,[0.0035 -0.0044 ],0.0056,0.0099,0.0001
496,-10.3750,[-2.4961 3.2450 ],[-0.0068 0.0088 ],0.0111,[0.0034 -0.0044 ],0.0056,0.0099,0.0001
497,-10.3750,[-2.4961 3.2451 ],[-0.0034 0.0043 ],0.0055,[0.0034 -0.0043 ],0.0055,0.0099,0.0001
498,-10.3750,[-2.4962 3.2451 ],[-0.0067 0.0085 ],0.0108,[0.0033 -0.0043 ],0.0054,0.0099,0.0001
499,-10.3750,[-2.4962 3.2452 ],[-0.0033 0.0042 ],0.0053,[0.0033 -0.0042 ],0.0053,0.0099,0.0001
500,-10.3750,[-2.4963 3.2452 ],[-0.0065 0.0083 ],0.0106,[0.0033 -0.0042 ],0.0053,0.0099,0.0001
501,-10.3750,[-2.4963 3.2453 ],[-0.0032 0.0041 ],0.0052,[0.0032 -0.0041 ],0.0052,0.0099,0.0001
502,-10.3750,[-2.4964 3.2454 ],[-0.0063 0.0081 ],0.0103,[0.0032 -0.0041 ],0.0052,0.0099,0.0001
503,-10.3750,[-2.4964 3.2454 ],[-0.0031 0.0040 ],0.0051,[0.0031 -0.0040 ],0.0051,0.0099,0.0001
504,-10.3750,[-2.4965 3.2455 ],[-0.0062 0.0079 ],0.0100,[0.0031 -0.0040 ],0.0050,0.0099,0.0001
505,-10.3750,[-2.4965 3.2456 ],[-0.0030 0.0039 ],0.0049,[0.0030 -0.0039 ],0.0049,0.0099,0.0001
506,-10.3750,[-2.4966 3.2456 ],[-0.0060 0.0077 ],0.0098,[0.0030 -0.0039 ],0.0049,0.0099,0.0001
507,-10.3750,[-2.4966 3.2457 ],[-0.0030 0.0038 ],0.0048,[0.0030 -0.0038 ],0.0048,0.0099,0.0001
508,-10.3750,[-2.4966 3.2457 ],[-0.0059 0.0075 ],0.0095,[0.0029 -0.0038 ],0.0048,0.0099,0.0001
509,-10.3750,[-2.4967 3.2458 ],[-0.0029 0.0037 ],0.0047,[0.0029 -0.0037 ],0.0047,0.0099,0.0001
510,-10.3750,[-2.4967 3.2458 ],[-0.0057 0.0073 ],0.0093,[0.0029 -0.0037 ],0.0047,0.0099,0.0001
511,-10.3750,[-2.4968 3.2459 ],[-0.0028 0.0036 ],0.0046,[0.0028 -0.0036 ],0.0046,0.0099,0.0001
512,-10.3750,[-2.4968 3.2459 ],[-0.0056 0.0071 ],0.0090,[0.0028 -0.0036 ],0.0045,0.0099,0.0001
513,-10.3750,[-2.4969 3.2460 ],[-0.0027 0.0035 ],0.0045,[0.0027 -0.0035 ],0.0045,0.0099,0.0001
514,-10.3750,[-2.4969 3.2460 ],[-0.0054 0.0069 ],0.0088,[0.0027 -0.0035 ],0.0044,0.0099,0.0001
515,-10.3750,[-2.4970 3.2461 ],[-0.0027 0.0034 ],0.0043,[0.0027 -0.0034 ],0.0043,0.0099,0.0001
516,-10.3750,[-2.4970 3.2461 ],[-0.0053 0.0068 ],0.0086,[0.0026 -0.0034 ],0.0043,0.0099,0.0001
517,-10.3750,[-2.4970 3.2462 ],[-0.0026 0.0033 ],0.0042,[0.0026 -0.0033 ],0.0042,0.0099,0.0001
518,-10.3750,[-2.4971 3.2462 ],[-0.0051 0.0066 ],0.0083,[0.0026 -0.0033 ],0.0042,0.0099,0.0001
519,-10.3750,[-2.4971 3.2463 ],[-0.0025 0.0032 ],0.0041,[0.0025 -0.0032 ],0.0041,0.0099,0.0001
520,-10.3750,[-2.4971 3.2463 ],[-0.0050 0.0064 ],0.0081,[0.0025 -0.0032 ],0.0041,0.0099,0.0001
521,-10.3750,[-2.4972 3.2464 ],[-0.0025 0.0032 ],0.0040,[0.0025 -0.0032 ],0.0040,0.0099,0.0001
522,-10.3750,[-2.4972 3.2464 ],[-0.0049 0.0062 ],0.0079,[0.0024 -0.0031 ],0.0040,0.0099,0.0001
523,-10.3750,[-2.4973 3.2465 ],[-0.0024 0.0031 ],0.0039,[0.0024 -0.0031 ],0.0039,0.0099,0.0001
524,-10.3750,[-2.4973 3.2465 ],[-0.0047 0.0061 ],0.0077,[0.0024 -0.0031 ],0.0039,0.0099,0.0001
525,-10.3750,[-2.4973 3.2466 ],[-0.0023 0.0030 ],0.0038,[0.0023 -0.0030 ],0.0038,0.0099,0.0001
526,-10.3750,[-2.4974 3.2466 ],[-0.0046 0.0059 ],0.0075,[0.0023 -0.0030 ],0.0038,0.0099,0.0001
527,-10.3750,[-2.4974 3.2467 ],[-0.0023 0.0029 ],0.0037,[0.0023 -0.0029 ],0.0037,0.0099,0.0001
528,-10.3750,[-2.4974 3.2467 ],[-0.0045 0.0058 ],0.0073,[0.0023 -0.0029 ],0.0037,0.0099,0.0001
529,-10.3750,[-2.4975 3.2468 ],[-0.0022 0.0028 ],0.0036,[0.0022 -0.0028 ],0.0036,0.0099,0.0001
530,-10.3750,[-2.4975 3.2468 ],[-0.0044 0.0056 ],0.0071,[0.0022 -0.0028 ],0.0036,0.0099,0.0001
531,-10.3750,[-2.4975 3.2468 ],[-0.0022 0.0028 ],0.0035,[0.0022 -0.0028 ],0.0035,0.0099,0.0001
532,-10.3750,[-2.4976 3.2469 ],[-0.0043 0.0055 ],0.0069,[0.0021 -0.0028 ],0.0035,0.0099,0.0001
533,-10.3750,[-2.4976 3.2469 ],[-0.0021 0.0027 ],0.0034,[0.0021 -0.0027 ],0.0034,0.0099,0.0001
534,-10.3750,[-2.4976 3.2469 ],[-0.0042 0.0053 ],0.0068,[0.0021 -0.0027 ],0.0034,0.0099,0.0001
535,-10.3750,[-2.4977 3.2470 ],[-0.0021 0.0026 ],0.0033,[0.0021 -0.0026 ],0.0033,0.0099,0.0001
536,-10.3750,[-2.4977 3.2470 ],[-0.0041 0.0052 ],0.0066,[0.0020 -0.0026 ],0.0033,0.0099,0.0001
537,-10.3750,[-2.4977 3.2471 ],[-0.0020 0.0026 ],0.0033,[0.0020 -0.0026 ],0.0033,0.0099,0.0001
538,-10.3750,[-2.4977 3.2471 ],[-0.0040 0.0051 ],0.0064,[0.0020 -0.0025 ],0.0032,0.0099,0.0001
539,-10.3750,[-2.4978 3.2471 ],[-0.0020 0.0025 ],0.0032,[0.0020 -0.0025 ],0.0032,0.0099,0.0001
540,-10.3750,[-2.4978 3.2472 ],[-0.0039 0.0049 ],0.0063,[0.0019 -0.0025 ],0.0031,0.0099,0.0001
541,-10.3750,[-2.4978 3.2472 ],[-0.0019 0.0024 ],0.0031,[0.0019 -0.0024 ],0.0031,0.0099,0.0001
542,-10.3750,[-2.4979 3.2472 ],[-0.0038 0.0048 ],0.0061,[0.0019 -0.0024 ],0.0031,0.0099,0.0001
543,-10.3750,[-2.4979 3.2473 ],[-0.0019 0.0024 ],0.0030,[0.0019 -0.0024 ],0.0030,0.0099,0.0001
544,-10.3750,[-2.4979 3.2473 ],[-0.0037 0.0047 ],0.0059,[0.0018 -0.0024 ],0.0030,0.0099,0.0001
545,-10.3750,[-2.4979 3.2474 ],[-0.0018 0.0023 ],0.0029,[0.0018 -0.0023 ],0.0029,0.0099,0.0001
546,-10.3750,[-2.4980 3.2474 ],[-0.0036 0.0046 ],0.0058,[0.0018 -0.0023 ],0.0029,0.0099,0.0001
547,-10.3750,[-2.4980 3.2474 ],[-0.0018 0.0023 ],0.0029,[0.0018 -0.0023 ],0.0029,0.0099,0.0001
548,-10.3750,[-2.4980 3.2475 ],[-0.0035 0.0044 ],0.0056,[0.0017 -0.0022 ],0.0028,0.0099,0.0001
549,-10.3750,[-2.4980 3.2475 ],[-0.0017 0.0022 ],0.0028,[0.0017 -0.0022 ],0.0028,0.0099,0.0001
550,-10.3750,[-2.4981 3.2475 ],[-0.0034 0.0043 ],0.0055,[0.0017 -0.0022 ],0.0028,0.0099,0.0001
551,-10.3750,[-2.4981 3.2476 ],[-0.0017 0.0021 ],0.0027,[0.0017 -0.0021 ],0.0027,0.0099,0.0001
552,-10.3750,[-2.4981 3.2476 ],[-0.0033 0.0042 ],0.0054,[0.0017 -0.0021 ],0.0027,0.0099,0.0001
553,-10.3750,[-2.4981 3.2476 ],[-0.0016 0.0021 ],0.0026,[0.0016 -0.0021 ],0.0026,0.0099,0.0001
554,-10.3750,[-2.4982 3.2476 ],[-0.0032 0.0041 ],0.0052,[0.0016 -0.0021 ],0.0026,0.0099,0.0001
555,-10.3750,[-2.4982 3.2477 ],[-0.0016 0.0020 ],0.0026,[0.0016 -0.0020 ],0.0026,0.0099,0.0001
556,-10.3750,[-2.4982 3.2477 ],[-0.0031 0.0040 ],0.0051,[0.0016 -0.0020 ],0.0026,0.0099,0.0001
557,-10.3750,[-2.4982 3.2477 ],[-0.0015 0.0020 ],0.0025,[0.0015 -0.0020 ],0.0025,0.0099,0.0001
558,-10.3750,[-2.4983 3.2478 ],[-0.0030 0.0039 ],0.0049,[0.0015 -0.0020 ],0.0025,0.0099,0.0001
559,-10.3750,[-2.4983 3.2478 ],[-0.0015 0.0019 ],0.0024,[0.0015 -0.0019 ],0.0024,0.0099,0.0001
560,-10.3750,[-2.4983 3.2478 ],[-0.0030 0.0038 ],0.0048,[0.0015 -0.0019 ],0.0024,0.0099,0.0001
561,-10.3750,[-2.4983 3.2479 ],[-0.0015 0.0019 ],0.0024,[0.0015 -0.0019 ],0.0024,0.0099,0.0001
562,-10.3750,[-2.4983 3.2479 ],[-0.0029 0.0037 ],0.0047,[0.0015 -0.0019 ],0.0024,0.0099,0.0001
563,-10.3750,[-2.4984 3.2479 ],[-0.0014 0.0018 ],0.0023,[0.0014 -0.0018 ],0.0023,0.0099,0.0001
564,-10.3750,[-2.4984 3.2479 ],[-0.0028 0.0036 ],0.0046,[0.0014 -0.0018 ],0.0023,0.0099,0.0001
565,-10.3750,[-2.4984 3.2480 ],[-0.0014 0.0018 ],0.0023,[0.0014 -0.0018 ],0.0023,0.0099,0.0001
566,-10.3750,[-2.4984 3.2480 ],[-0.0027 0.0035 ],0.0045,[0.0014 -0.0018 ],0.0022,0.0099,0.0001
567,-10.3750,[-2.4985 3.2480 ],[-0.0014 0.0017 ],0.0022,[0.0014 -0.0017 ],0.0022,0.0099,0.0001
568,-10.3750,[-2.4985 3.2480 ],[-0.0027 0.0034 ],0.0043,[0.0013 -0.0017 ],0.0022,0.0099,0.0001
569,-10.3750,[-2.4985 3.2481 ],[-0.0013 0.0017 ],0.0021,[0.0013 -0.0017 ],0.0021,0.0099,0.0001
570,-10.3750,[-2.4985 3.2481 ],[-0.0026 0.0033 ],0.0042,[0.0013 -0.0017 ],0.0021,0.0099,0.0001
571,-10.3750,[-2.4985 3.2481 ],[-0.0013 0.0016 ],0.0021,[0.0013 -0.0016 ],0.0021,0.0099,0.0001
572,-10.3750,[-2.4985 3.2481 ],[-0.0025 0.0032 ],0.0041,[0.0013 -0.0016 ],0.0021,0.0099,0.0001
573,-10.3750,[-2.4986 3.2482 ],[-0.0013 0.0016 ],0.0020,[0.0013 -0.0016 ],0.0020,0.0099,0.0001
574,-10.3750,[-2.4986 3.2482 ],[-0.0025 0.0032 ],0.0040,[0.0012 -0.0016 ],0.0020,0.0099,0.0001
575,-10.3750,[-2.4986 3.2482 ],[-0.0012 0.0016 ],0.0020,[0.0012 -0.0016 ],0.0020,0.0099,0.0001
576,-10.3750,[-2.4986 3.2482 ],[-0.0024 0.0031 ],0.0039,[0.0012 -0.0015 ],0.0020,0.0099,0.0001
577,-10.3750,[-2.4986 3.2483 ],[-0.0012 0.0015 ],0.0019,[0.0012 -0.0015 ],0.0019,0.0099,0.0001
578,-10.3750,[-2.4987 3.2483 ],[-0.0023 0.0030 ],0.0038,[0.0012 -0.0015 ],0.0019,0.0099,0.0001
579,-10.3750,[-2.4987 3.2483 ],[-0.0012 0.0015 ],0.0019,[0.0012 -0.0015 ],0.0019,0.0099,0.0001
580,-10.3750,[-2.4987 3.2483 ],[-0.0023 0.0029 ],0.0037,[0.0011 -0.0015 ],0.0019,0.0099,0.0001
581,-10.3750,[-2.4987 3.2484 ],[-0.0011 0.0014 ],0.0018,[0.0011 -0.0014 ],0.0018,0.0099,0.0001
582,-10.3750,[-2.4987 3.2484 ],[-0.0022 0.0028 ],0.0036,[0.0011 -0.0014 ],0.0018,0.0099,0.0001
583,-10.3750,[-2.4987 3.2484 ],[-0.0011 0.0014 ],0.0018,[0.0011 -0.0014 ],0.0018,0.0099,0.0001
584,-10.3750,[-2.4988 3.2484 ],[-0.0022 0.0028 ],0.0035,[0.0011 -0.0014 ],0.0018,0.0099,0.0001
585,-10.3750,[-2.4988 3.2484 ],[-0.0011 0.0014 ],0.0017,[0.0011 -0.0014 ],0.0017,0.0099,0.0001
586,-10.3750,[-2.4988 3.2485 ],[-0.0021 0.0027 ],0.0034,[0.0011 -0.0014 ],0.0017,0.0099,0.0001
587,-10.3750,[-2.4988 3.2485 ],[-0.0010 0.0013 ],0.0017,[0.0010 -0.0013 ],0.0017,0.0099,0.0001
588,-10.3750,[-2.4988 3.2485 ],[-0.0021 0.0026 ],0.0033,[0.0010 -0.0013 ],0.0017,0.0099,0.0001
589,-10.3750,[-2.4988 3.2485 ],[-0.0010 0.0013 ],0.0016,[0.0010 -0.0013 ],0.0016,0.0099,0.0001
590,-10.3750,[-2.4989 3.2485 ],[-0.0020 0.0026 ],0.0033,[0.0010 -0.0013 ],0.0016,0.0099,0.0001
591,-10.3750,[-2.4989 3.2486 ],[-0.0010 0.0013 ],0.0016,[0.0010 -0.0013 ],0.0016,0.0099,0.0001
592,-10.3750,[-2.4989 3.2486 ],[-0.0020 0.0025 ],0.0032,[0.0010 -0.0013 ],0.0016,0.0099,0.0001
593,-10.3750,[-2.4989 3.2486 ],[-0.0010 0.0012 ],0.0016,[0.0010 -0.0012 ],0.0016,0.0099,0.0001
594,-10.3750,[-2.4989 3.2486 ],[-0.0019 0.0024 ],0.0031,[0.0010 -0.0012 ],0.0016,0.0099,0.0001
595,-10.3750,[-2.4989 3.2486 ],[-0.0009 0.0012 ],0.0015,[0.0009 -0.0012 ],0.0015,0.0099,0.0001
