n,f(x),x,p,||p||,gradient,||gradient||,alpha,k,eps
186,-86.6815,[4.6210 -4.6611 ],[2.2614 -2.9959 ],3.7536,[-1.6151 1.2562 ],2.0461,0.0025,128.0000,0.0100
187,-86.6994,[4.6267 -4.6686 ],[2.0552 -0.7635 ],2.1925,[-2.0552 0.7635 ],2.1925,0.0025,128.0000,0.0100
188,-86.7101,[4.6318 -4.6705 ],[2.9116 -2.1978 ],3.6480,[-1.2209 1.5697 ],1.9886,0.0025,128.0000,0.0100
189,-86.7270,[4.6391 -4.6760 ],[0.7421 -1.9974 ],2.1308,[-0.7421 1.9974 ],2.1308,0.0025,128.0000,0.0100
190,-86.7371,[4.6410 -4.6810 ],[2.1360 -2.8297 ],3.5454,[-1.5255 1.1866 ],1.9326,0.0025,128.0000,0.0100
191,-86.7531,[4.6463 -4.6881 ],[1.9412 -0.7212 ],2.0709,[-1.9412 0.7212 ],2.0709,0.0025,128.0000,0.0100
192,-86.7626,[4.6512 -4.6899 ],[2.7502 -2.0759 ],3.4457,[-1.1532 1.4826 ],1.8783,0.0025,128.0000,0.0100
193,-86.7777,[4.6580 -4.6951 ],[0.7009 -1.8866 ],2.0126,[-0.7009 1.8866 ],2.0126,0.0025,128.0000,0.0100
194,-86.7867,[4.6598 -4.6998 ],[2.0175 -2.6728 ],3.3488,[-1.4409 1.1208 ],1.8255,0.0025,128.0000,0.0100
195,-86.8009,[4.6648 -4.7065 ],[1.8336 -0.6812 ],1.9560,[-1.8336 0.6812 ],1.9560,0.0025,128.0000,0.0100
196,-86.8094,[4.6694 -4.7082 ],[2.5976 -1.9608 ],3.2546,[-1.0892 1.4004 ],1.7741,0.0025,128.0000,0.0100
197,-86.8229,[4.6759 -4.7131 ],[0.6620 -1.7820 ],1.9010,[-0.6620 1.7820 ],1.9010,0.0025,128.0000,0.0100
198,-86.8309,[4.6776 -4.7175 ],[1.9056 -2.5246 ],3.1630,[-1.3610 1.0586 ],1.7242,0.0025,128.0000,0.0100
199,-86.8436,[4.6823 -4.7238 ],[1.7319 -0.6434 ],1.8475,[-1.7319 0.6434 ],1.8475,0.0025,128.0000,0.0100
200,-86.8512,[4.6867 -4.7255 ],[2.4536 -1.8520 ],3.0741,[-1.0288 1.3227 ],1.6757,0.0025,128.0000,0.0100
201,-86.8632,[4.6928 -4.7301 ],[0.6253 -1.6832 ],1.7956,[-0.6253 1.6832 ],1.7956,0.0025,128.0000,0.0100
202,-86.8704,[4.6944 -4.7343 ],[1.7999 -2.3845 ],2.9876,[-1.2855 0.9999 ],1.6286,0.0025,128.0000,0.0100
203,-86.8817,[4.6989 -4.7403 ],[1.6358 -0.6077 ],1.7451,[-1.6358 0.6077 ],1.7451,0.0025,128.0000,0.0100
204,-86.8885,[4.7030 -4.7418 ],[2.3175 -1.7493 ],2.9036,[-0.9718 1.2493 ],1.5828,0.0025,128.0000,0.0100
205,-86.8992,[4.7087 -4.7461 ],[0.5906 -1.5898 ],1.6960,[-0.5906 1.5898 ],1.6960,0.0025,128.0000,0.0100
206,-86.9056,[4.7102 -4.7501 ],[1.7001 -2.2523 ],2.8219,[-1.2142 0.9444 ],1.5383,0.0025,128.0000,0.0100
207,-86.9157,[4.7145 -4.7558 ],[1.5451 -0.5740 ],1.6483,[-1.5451 0.5740 ],1.6483,0.0025,128.0000,0.0100
208,-86.9217,[4.7183 -4.7572 ],[2.1889 -1.6523 ],2.7425,[-0.9179 1.1801 ],1.4950,0.0025,128.0000,0.0100
209,-86.9313,[4.7238 -4.7613 ],[0.5579 -1.5016 ],1.6019,[-0.5579 1.5016 ],1.6019,0.0025,128.0000,0.0100
210,-86.9370,[4.7252 -4.7651 ],[1.6058 -2.1274 ],2.6654,[-1.1469 0.8920 ],1.4529,0.0025,128.0000,0.0100
211,-86.9460,[4.7292 -4.7704 ],[1.4594 -0.5422 ],1.5569,[-1.4594 0.5422 ],1.5569,0.0025,128.0000,0.0100
212,-86.9514,[4.7329 -4.7717 ],[2.0675 -1.5606 ],2.5904,[-0.8670 1.1146 ],1.4121,0.0025,128.0000,0.0100
213,-86.9600,[4.7380 -4.7756 ],[0.5269 -1.4184 ],1.5131,[-0.5269 1.4184 ],1.5131,0.0025,128.0000,0.0100
214,-86.9650,[4.7393 -4.7792 ],[1.5167 -2.0094 ],2.5176,[-1.0833 0.8426 ],1.3724,0.0025,128.0000,0.0100
215,-86.9731,[4.7431 -4.7842 ],[1.3785 -0.5121 ],1.4705,[-1.3785 0.5121 ],1.4705,0.0025,128.0000,0.0100
216,-86.9779,[4.7466 -4.7855 ],[1.9529 -1.4741 ],2.4468,[-0.8189 1.0528 ],1.3338,0.0025,128.0000,0.0100
217,-86.9855,[4.7515 -4.7892 ],[0.4977 -1.3397 ],1.4292,[-0.4977 1.3397 ],1.4292,0.0025,128.0000,0.0100
218,-86.9900,[4.7527 -4.7925 ],[1.4326 -1.8979 ],2.3779,[-1.0232 0.7958 ],1.2962,0.0025,128.0000,0.0100
219,-86.9972,[4.7563 -4.7973 ],[1.3020 -0.4837 ],1.3890,[-1.3020 0.4837 ],1.3890,0.0025,128.0000,0.0100
220,-87.0015,[4.7596 -4.7985 ],[1.8446 -1.3923 ],2.3111,[-0.7735 0.9944 ],1.2598,0.0025,128.0000,0.0100
221,-87.0083,[4.7642 -4.8020 ],[0.4701 -1.2654 ],1.3499,[-0.4701 1.2654 ],1.3499,0.0025,128.0000,0.0100
222,-87.0123,[4.7653 -4.8051 ],[1.3532 -1.7927 ],2.2461,[-0.9664 0.7517 ],1.2244,0.0025,128.0000,0.0100
223,-87.0188,[4.7687 -4.8096 ],[1.2298 -0.4569 ],1.3119,[-1.2298 0.4569 ],1.3119,0.0025,128.0000,0.0100
224,-87.0226,[4.7718 -4.8108 ],[1.7423 -1.3151 ],2.1829,[-0.7306 0.9392 ],1.1899,0.0025,128.0000,0.0100
225,-87.0286,[4.7762 -4.8140 ],[0.4440 -1.1952 ],1.2750,[-0.4440 1.1952 ],1.2750,0.0025,128.0000,0.0100
226,-87.0322,[4.7773 -4.8170 ],[1.2781 -1.6933 ],2.1215,[-0.9128 0.7100 ],1.1564,0.0025,128.0000,0.0100
227,-87.0380,[4.7805 -4.8213 ],[1.1616 -0.4315 ],1.2392,[-1.1616 0.4315 ],1.2392,0.0025,128.0000,0.0100
228,-87.0414,[4.7834 -4.8223 ],[1.6456 -1.2422 ],2.0618,[-0.6900 0.8872 ],1.1239,0.0025,128.0000,0.0100
229,-87.0468,[4.7875 -4.8254 ],[0.4194 -1.1289 ],1.2043,[-0.4194 1.1289 ],1.2043,0.0025,128.0000,0.0100
230,-87.0500,[4.7885 -4.8283 ],[1.2072 -1.5993 ],2.0038,[-0.8622 0.6706 ],1.0923,0.0025,128.0000,0.0100
231,-87.0551,[4.7915 -4.8323 ],[1.0972 -0.4076 ],1.1704,[-1.0972 0.4076 ],1.1704,0.0025,128.0000,0.0100
232,-87.0581,[4.7943 -4.8333 ],[1.5544 -1.1733 ],1.9475,[-0.6518 0.8380 ],1.0616,0.0025,128.0000,0.0100
233,-87.0630,[4.7982 -4.8362 ],[0.3961 -1.0663 ],1.1375,[-0.3961 1.0663 ],1.1375,0.0025,128.0000,0.0100
234,-87.0658,[4.7992 -4.8389 ],[1.1403 -1.5106 ],1.8927,[-0.8144 0.6334 ],1.0317,0.0025,128.0000,0.0100
235,-87.0704,[4.8020 -4.8427 ],[1.0363 -0.3850 ],1.1055,[-1.0363 0.3850 ],1.1055,0.0025,128.0000,0.0100
236,-87.0731,[4.8046 -4.8436 ],[1.4682 -1.1082 ],1.8394,[-0.6156 0.7915 ],1.0027,0.0025,128.0000,0.0100
237,-87.0774,[4.8083 -4.8464 ],[0.3742 -1.0072 ],1.0744,[-0.3742 1.0072 ],1.0744,0.0025,128.0000,0.0100
238,-87.0800,[4.8092 -4.8489 ],[1.0770 -1.4269 ],1.7877,[-0.7692 0.5983 ],0.9745,0.0025,128.0000,0.0100
239,-87.0840,[4.8119 -4.8525 ],[0.9788 -0.3636 ],1.0442,[-0.9788 0.3636 ],1.0442,0.0025,128.0000,0.0100
240,-87.0864,[4.8143 -4.8534 ],[1.3867 -1.0467 ],1.7374,[-0.5815 0.7476 ],0.9471,0.0025,128.0000,0.0100
241,-87.0903,[4.8178 -4.8560 ],[0.3534 -0.9513 ],1.0148,[-0.3534 0.9513 ],1.0148,0.0025,128.0000,0.0100
242,-87.0926,[4.8187 -4.8584 ],[1.0173 -1.3477 ],1.6886,[-0.7266 0.5651 ],0.9205,0.0025,128.0000,0.0100
243,-87.0962,[4.8212 -4.8618 ],[0.9245 -0.3435 ],0.9863,[-0.9245 0.3435 ],0.9863,0.0025,128.0000,0.0100
244,-87.0983,[4.8236 -4.8626 ],[1.3098 -0.9887 ],1.6411,[-0.5492 0.7061 ],0.8946,0.0025,128.0000,0.0100
245,-87.1018,[4.8268 -4.8651 ],[0.3338 -0.8985 ],0.9585,[-0.3338 0.8985 ],0.9585,0.0025,128.0000,0.0100
246,-87.1038,[4.8277 -4.8673 ],[0.9609 -1.2730 ],1.5949,[-0.6863 0.5338 ],0.8694,0.0025,128.0000,0.0100
247,-87.1070,[4.8301 -4.8705 ],[0.8733 -0.3244 ],0.9316,[-0.8733 0.3244 ],0.9316,0.0025,128.0000,0.0100
248,-87.1090,[4.8322 -4.8713 ],[1.2372 -0.9338 ],1.5501,[-0.5188 0.6670 ],0.8450,0.0025,128.0000,0.0100
249,-87.1120,[4.8353 -4.8737 ],[0.3153 -0.8487 ],0.9054,[-0.3153 0.8487 ],0.9054,0.0025,128.0000,0.0100
250,-87.1138,[4.8361 -4.8758 ],[0.9076 -1.2024 ],1.5065,[-0.6482 0.5042 ],0.8212,0.0025,128.0000,0.0100
251,-87.1167,[4.8384 -4.8788 ],[0.8248 -0.3064 ],0.8799,[-0.8248 0.3064 ],0.8799,0.0025,128.0000,0.0100
252,-87.1184,[4.8405 -4.8796 ],[1.1686 -0.8821 ],1.4641,[-0.4900 0.6300 ],0.7981,0.0025,128.0000,0.0100
253,-87.1212,[4.8434 -4.8818 ],[0.2978 -0.8016 ],0.8552,[-0.2978 0.8016 ],0.8552,0.0025,128.0000,0.0100
254,-87.1228,[4.8441 -4.8838 ],[0.8572 -1.1357 ],1.4229,[-0.6122 0.4762 ],0.7756,0.0025,128.0000,0.0100
255,-87.1254,[4.8463 -4.8866 ],[0.7791 -0.2894 ],0.8311,[-0.7791 0.2894 ],0.8311,0.0025,128.0000,0.0100
256,-87.1269,[4.8482 -4.8873 ],[1.1037 -0.8331 ],1.3829,[-0.4628 0.5950 ],0.7538,0.0025,128.0000,0.0100
257,-87.1293,[4.8510 -4.8894 ],[0.2813 -0.7572 ],0.8077,[-0.2813 0.7572 ],0.8077,0.0025,128.0000,0.0100
258,-87.1308,[4.8517 -4.8913 ],[0.8097 -1.0727 ],1.3440,[-0.5783 0.4498 ],0.7326,0.0025,128.0000,0.0100
259,-87.1331,[4.8537 -4.8940 ],[0.7359 -0.2734 ],0.7850,[-0.7359 0.2734 ],0.7850,0.0025,128.0000,0.0100
260,-87.1344,[4.8555 -4.8947 ],[1.0425 -0.7869 ],1.3062,[-0.4371 0.5620 ],0.7120,0.0025,128.0000,0.0100
261,-87.1366,[4.8581 -4.8966 ],[0.2657 -0.7152 ],0.7629,[-0.2657 0.7152 ],0.7629,0.0025,128.0000,0.0100
262,-87.1379,[4.8588 -4.8984 ],[0.7648 -1.0132 ],1.2694,[-0.5462 0.4249 ],0.6920,0.0025,128.0000,0.0100
263,-87.1400,[4.8607 -4.9010 ],[0.6951 -0.2582 ],0.7415,[-0.6951 0.2582 ],0.7415,0.0025,128.0000,0.0100
264,-87.1412,[4.8625 -4.9016 ],[0.9847 -0.7433 ],1.2337,[-0.4129 0.5309 ],0.6725,0.0025,128.0000,0.0100
265,-87.1431,[4.8649 -4.9035 ],[0.2510 -0.6755 ],0.7206,[-0.2510 0.6755 ],0.7206,0.0025,128.0000,0.0100
266,-87.1443,[4.8656 -4.9051 ],[0.7224 -0.9570 ],1.1990,[-0.5159 0.4013 ],0.6536,0.0025,128.0000,0.0100
267,-87.1461,[4.8674 -4.9075 ],[0.6565 -0.2439 ],0.7004,[-0.6565 0.2439 ],0.7004,0.0025,128.0000,0.0100
268,-87.1472,[4.8690 -4.9081 ],[0.9301 -0.7021 ],1.1653,[-0.3900 0.5014 ],0.6352,0.0025,128.0000,0.0100
269,-87.1489,[4.8713 -4.9099 ],[0.2370 -0.6381 ],0.6807,[-0.2370 0.6381 ],0.6807,0.0025,128.0000,0.0100
270,-87.1499,[4.8719 -4.9115 ],[0.6823 -0.9039 ],1.1325,[-0.4873 0.3790 ],0.6174,0.0025,128.0000,0.0100
271,-87.1516,[4.8736 -4.9138 ],[0.6201 -0.2304 ],0.6615,[-0.6201 0.2304 ],0.6615,0.0025,128.0000,0.0100
272,-87.1525,[4.8752 -4.9143 ],[0.8785 -0.6631 ],1.1007,[-0.3684 0.4736 ],0.6000,0.0025,128.0000,0.0100
273,-87.1541,[4.8774 -4.9160 ],[0.2239 -0.6027 ],0.6429,[-0.2239 0.6027 ],0.6429,0.0025,128.0000,0.0100
274,-87.1550,[4.8779 -4.9175 ],[0.6445 -0.8538 ],1.0697,[-0.4603 0.3580 ],0.5831,0.0025,128.0000,0.0100
275,-87.1565,[4.8795 -4.9196 ],[0.5857 -0.2176 ],0.6248,[-0.5857 0.2176 ],0.6248,0.0025,128.0000,0.0100
276,-87.1573,[4.8810 -4.9202 ],[0.8298 -0.6263 ],1.0396,[-0.3479 0.4473 ],0.5667,0.0025,128.0000,0.0100
277,-87.1587,[4.8831 -4.9217 ],[0.2115 -0.5692 ],0.6073,[-0.2115 0.5692 ],0.6073,0.0025,128.0000,0.0100
278,-87.1595,[4.8836 -4.9232 ],[0.6087 -0.8064 ],1.0104,[-0.4348 0.3382 ],0.5508,0.0025,128.0000,0.0100
279,-87.1608,[4.8851 -4.9252 ],[0.5532 -0.2055 ],0.5902,[-0.5532 0.2055 ],0.5902,0.0025,128.0000,0.0100
280,-87.1616,[4.8865 -4.9257 ],[0.7838 -0.5916 ],0.9820,[-0.3286 0.4225 ],0.5353,0.0025,128.0000,0.0100
281,-87.1628,[4.8885 -4.9272 ],[0.1997 -0.5377 ],0.5736,[-0.1997 0.5377 ],0.5736,0.0025,128.0000,0.0100
282,-87.1635,[4.8890 -4.9285 ],[0.5750 -0.7617 ],0.9544,[-0.4106 0.3194 ],0.5202,0.0025,128.0000,0.0100
283,-87.1647,[4.8904 -4.9304 ],[0.5225 -0.1941 ],0.5574,[-0.5225 0.1941 ],0.5574,0.0025,128.0000,0.0100
284,-87.1654,[4.8917 -4.9309 ],[0.7403 -0.5588 ],0.9275,[-0.3104 0.3991 ],0.5056,0.0025,128.0000,0.0100
285,-87.1665,[4.8936 -4.9323 ],[0.1887 -0.5078 ],0.5418,[-0.1887 0.5078 ],0.5418,0.0025,128.0000,0.0100
286,-87.1671,[4.8940 -4.9336 ],[0.5431 -0.7195 ],0.9014,[-0.3879 0.3017 ],0.4914,0.0025,128.0000,0.0100
287,-87.1682,[4.8954 -4.9354 ],[0.4936 -0.1834 ],0.5265,[-0.4936 0.1834 ],0.5265,0.0025,128.0000,0.0100
288,-87.1688,[4.8966 -4.9358 ],[0.6992 -0.5278 ],0.8761,[-0.2932 0.3770 ],0.4776,0.0025,128.0000,0.0100
289,-87.1698,[4.8984 -4.9372 ],[0.1782 -0.4797 ],0.5117,[-0.1782 0.4797 ],0.5117,0.0025,128.0000,0.0100
290,-87.1703,[4.8988 -4.9384 ],[0.5130 -0.6796 ],0.8514,[-0.3664 0.2850 ],0.4641,0.0025,128.0000,0.0100
291,-87.1713,[4.9001 -4.9401 ],[0.4662 -0.1732 ],0.4973,[-0.4662 0.1732 ],0.4973,0.0025,128.0000,0.0100
292,-87.1718,[4.9013 -4.9405 ],[0.6605 -0.4985 ],0.8275,[-0.2769 0.3560 ],0.4511,0.0025,128.0000,0.0100
293,-87.1727,[4.9029 -4.9417 ],[0.1683 -0.4531 ],0.4833,[-0.1683 0.4531 ],0.4833,0.0025,128.0000,0.0100
294,-87.1732,[4.9033 -4.9429 ],[0.4845 -0.6419 ],0.8042,[-0.3460 0.2692 ],0.4384,0.0025,128.0000,0.0100
295,-87.1740,[4.9046 -4.9445 ],[0.4403 -0.1636 ],0.4697,[-0.4403 0.1636 ],0.4697,0.0025,128.0000,0.0100
296,-87.1745,[4.9057 -4.9449 ],[0.6238 -0.4709 ],0.7816,[-0.2616 0.3363 ],0.4261,0.0025,128.0000,0.0100
297,-87.1753,[4.9072 -4.9461 ],[0.1590 -0.4279 ],0.4565,[-0.1590 0.4279 ],0.4565,0.0025,128.0000,0.0100
298,-87.1757,[4.9076 -4.9471 ],[0.4576 -0.6063 ],0.7596,[-0.3268 0.2542 ],0.4141,0.0025,128.0000,0.0100
299,-87.1765,[4.9088 -4.9486 ],[0.4159 -0.1545 ],0.4437,[-0.4159 0.1545 ],0.4437,0.0025,128.0000,0.0100
300,-87.1769,[4.9098 -4.9490 ],[0.5892 -0.4448 ],0.7382,[-0.2471 0.3177 ],0.4024,0.0025,128.0000,0.0100
301,-87.1776,[4.9113 -4.9501 ],[0.1502 -0.4042 ],0.4312,[-0.1502 0.4042 ],0.4312,0.0025,128.0000,0.0100
302,-87.1780,[4.9116 -4.9511 ],[0.4323 -0.5727 ],0.7175,[-0.3087 0.2401 ],0.3911,0.0025,128.0000,0.0100
303,-87.1787,[4.9127 -4.9526 ],[0.3928 -0.1459 ],0.4191,[-0.3928 0.1459 ],0.4191,0.0025,128.0000,0.0100
304,-87.1791,[4.9137 -4.9529 ],[0.5565 -0.4201 ],0.6973,[-0.2334 0.3000 ],0.3801,0.0025,128.0000,0.0100
305,-87.1797,[4.9151 -4.9540 ],[0.1418 -0.3818 ],0.4073,[-0.1418 0.3818 ],0.4073,0.0025,128.0000,0.0100
306,-87.1801,[4.9155 -4.9549 ],[0.4083 -0.5409 ],0.6777,[-0.2916 0.2268 ],0.3694,0.0025,128.0000,0.0100
307,-87.1806,[4.9165 -4.9563 ],[0.3711 -0.1379 ],0.3958,[-0.3711 0.1379 ],0.3958,0.0025,128.0000,0.0100
308,-87.1810,[4.9174 -4.9566 ],[0.5257 -0.3968 ],0.6586,[-0.2204 0.2834 ],0.3590,0.0025,128.0000,0.0100
309,-87.1815,[4.9187 -4.9576 ],[0.1340 -0.3606 ],0.3847,[-0.1340 0.3606 ],0.3847,0.0025,128.0000,0.0100
310,-87.1819,[4.9190 -4.9585 ],[0.3856 -0.5109 ],0.6401,[-0.2754 0.2142 ],0.3489,0.0025,128.0000,0.0100
311,-87.1824,[4.9200 -4.9598 ],[0.3505 -0.1302 ],0.3739,[-0.3505 0.1302 ],0.3739,0.0025,128.0000,0.0100
312,-87.1827,[4.9209 -4.9601 ],[0.4965 -0.3748 ],0.6221,[-0.2082 0.2677 ],0.3391,0.0025,128.0000,0.0100
313,-87.1832,[4.9221 -4.9611 ],[0.1265 -0.3406 ],0.3634,[-0.1265 0.3406 ],0.3634,0.0025,128.0000,0.0100
314,-87.1835,[4.9224 -4.9619 ],[0.3642 -0.4826 ],0.6046,[-0.2601 0.2023 ],0.3296,0.0025,128.0000,0.0100
315,-87.1839,[4.9234 -4.9631 ],[0.3310 -0.1230 ],0.3531,[-0.3310 0.1230 ],0.3531,0.0025,128.0000,0.0100
316,-87.1842,[4.9242 -4.9634 ],[0.4690 -0.3540 ],0.5876,[-0.1967 0.2528 ],0.3203,0.0025,128.0000,0.0100
317,-87.1847,[4.9254 -4.9643 ],[0.1195 -0.3217 ],0.3432,[-0.1195 0.3217 ],0.3432,0.0025,128.0000,0.0100
318,-87.1849,[4.9257 -4.9651 ],[0.3440 -0.4558 ],0.5711,[-0.2457 0.1911 ],0.3113,0.0025,128.0000,0.0100
319,-87.1853,[4.9265 -4.9663 ],[0.3127 -0.1162 ],0.3336,[-0.3127 0.1162 ],0.3336,0.0025,128.0000,0.0100
320,-87.1856,[4.9273 -4.9666 ],[0.4430 -0.3344 ],0.5550,[-0.1857 0.2388 ],0.3025,0.0025,128.0000,0.0100
321,-87.1860,[4.9284 -4.9674 ],[0.1129 -0.3039 ],0.3242,[-0.1129 0.3039 ],0.3242,0.0025,128.0000,0.0100
322,-87.1862,[4.9287 -4.9682 ],[0.3250 -0.4305 ],0.5394,[-0.2321 0.1805 ],0.2940,0.0025,128.0000,0.0100
323,-87.1866,[4.9295 -4.9692 ],[0.2953 -0.1097 ],0.3151,[-0.2953 0.1097 ],0.3151,0.0025,128.0000,0.0100
324,-87.1868,[4.9302 -4.9695 ],[0.4184 -0.3158 ],0.5242,[-0.1754 0.2256 ],0.2858,0.0025,128.0000,0.0100
325,-87.1871,[4.9313 -4.9703 ],[0.1066 -0.2870 ],0.3062,[-0.1066 0.2870 ],0.3062,0.0025,128.0000,0.0100
326,-87.1874,[4.9316 -4.9710 ],[0.3069 -0.4066 ],0.5095,[-0.2192 0.1705 ],0.2777,0.0025,128.0000,0.0100
327,-87.1877,[4.9323 -4.9720 ],[0.2790 -0.1036 ],0.2976,[-0.2790 0.1036 ],0.2976,0.0025,128.0000,0.0100
328,-87.1879,[4.9330 -4.9723 ],[0.3952 -0.2983 ],0.4951,[-0.1657 0.2131 ],0.2699,0.0025,128.0000,0.0100
329,-87.1882,[4.9340 -4.9730 ],[0.1007 -0.2711 ],0.2892,[-0.1007 0.2711 ],0.2892,0.0025,128.0000,0.0100
330,-87.1884,[4.9343 -4.9737 ],[0.2899 -0.3841 ],0.4812,[-0.2071 0.1611 ],0.2623,0.0025,128.0000,0.0100
331,-87.1887,[4.9350 -4.9747 ],[0.2635 -0.0979 ],0.2811,[-0.2635 0.0979 ],0.2811,0.0025,128.0000,0.0100
332,-87.1888,[4.9356 -4.9749 ],[0.3733 -0.2818 ],0.4677,[-0.1565 0.2012 ],0.2549,0.0025,128.0000,0.0100
333,-87.1891,[4.9366 -4.9756 ],[0.0951 -0.2561 ],0.2732,[-0.0951 0.2561 ],0.2732,0.0025,128.0000,0.0100
334,-87.1893,[4.9368 -4.9763 ],[0.2738 -0.3628 ],0.4545,[-0.1956 0.1521 ],0.2478,0.0025,128.0000,0.0100
335,-87.1896,[4.9375 -4.9772 ],[0.2489 -0.0925 ],0.2655,[-0.2489 0.0925 ],0.2655,0.0025,128.0000,0.0100
336,-87.1897,[4.9381 -4.9774 ],[0.3526 -0.2661 ],0.4417,[-0.1478 0.1901 ],0.2408,0.0025,128.0000,0.0100
337,-87.1900,[4.9390 -4.9781 ],[0.0899 -0.2419 ],0.2580,[-0.0899 0.2419 ],0.2580,0.0025,128.0000,0.0100
338,-87.1901,[4.9392 -4.9787 ],[0.2587 -0.3427 ],0.4293,[-0.1847 0.1437 ],0.2340,0.0025,128.0000,0.0100
339,-87.1903,[4.9399 -4.9795 ],[0.2351 -0.0873 ],0.2508,[-0.2351 0.0873 ],0.2508,0.0025,128.0000,0.0100
340,-87.1905,[4.9405 -4.9797 ],[0.3330 -0.2514 ],0.4172,[-0.1396 0.1795 ],0.2274,0.0025,128.0000,0.0100
341,-87.1907,[4.9413 -4.9804 ],[0.0849 -0.2285 ],0.2437,[-0.0849 0.2285 ],0.2437,0.0025,128.0000,0.0100
342,-87.1908,[4.9415 -4.9809 ],[0.2443 -0.3237 ],0.4055,[-0.1745 0.1357 ],0.2210,0.0025,128.0000,0.0100
343,-87.1910,[4.9421 -4.9818 ],[0.2220 -0.0825 ],0.2369,[-0.2220 0.0825 ],0.2369,0.0025,128.0000,0.0100
344,-87.1912,[4.9427 -4.9820 ],[0.3146 -0.2374 ],0.3941,[-0.1319 0.1696 ],0.2148,0.0025,128.0000,0.0100
345,-87.1914,[4.9435 -4.9826 ],[0.0802 -0.2158 ],0.2302,[-0.0802 0.2158 ],0.2302,0.0025,128.0000,0.0100
346,-87.1915,[4.9437 -4.9831 ],[0.2308 -0.3057 ],0.3830,[-0.1648 0.1282 ],0.2088,0.0025,128.0000,0.0100
347,-87.1917,[4.9442 -4.9839 ],[0.2097 -0.0779 ],0.2237,[-0.2097 0.0779 ],0.2237,0.0025,128.0000,0.0100
348,-87.1918,[4.9448 -4.9841 ],[0.2971 -0.2243 ],0.3722,[-0.1246 0.1602 ],0.2029,0.0025,128.0000,0.0100
349,-87.1920,[4.9455 -4.9846 ],[0.0757 -0.2038 ],0.2174,[-0.0757 0.2038 ],0.2174,0.0025,128.0000,0.0100
350,-87.1921,[4.9457 -4.9851 ],[0.2180 -0.2888 ],0.3618,[-0.1557 0.1211 ],0.1972,0.0025,128.0000,0.0100
351,-87.1922,[4.9462 -4.9858 ],[0.1981 -0.0736 ],0.2113,[-0.1981 0.0736 ],0.2113,0.0025,128.0000,0.0100
352,-87.1923,[4.9467 -4.9860 ],[0.2806 -0.2118 ],0.3516,[-0.1177 0.1513 ],0.1917,0.0025,128.0000,0.0100
353,-87.1925,[4.9474 -4.9866 ],[0.0715 -0.1925 ],0.2054,[-0.0715 0.1925 ],0.2054,0.0025,128.0000,0.0100
354,-87.1926,[4.9476 -4.9870 ],[0.2059 -0.2727 ],0.3417,[-0.1470 0.1144 ],0.1863,0.0025,128.0000,0.0100
355,-87.1927,[4.9481 -4.9877 ],[0.1871 -0.0695 ],0.1996,[-0.1871 0.0695 ],0.1996,0.0025,128.0000,0.0100
356,-87.1928,[4.9486 -4.9879 ],[0.2651 -0.2001 ],0.3321,[-0.1111 0.1429 ],0.1810,0.0025,128.0000,0.0100
357,-87.1930,[4.9493 -4.9884 ],[0.0676 -0.1818 ],0.1940,[-0.0676 0.1818 ],0.1940,0.0025,128.0000,0.0100
358,-87.1930,[4.9494 -4.9889 ],[0.1945 -0.2576 ],0.3228,[-0.1389 0.1080 ],0.1759,0.0025,128.0000,0.0100
359,-87.1932,[4.9499 -4.9895 ],[0.1767 -0.0657 ],0.1885,[-0.1767 0.0657 ],0.1885,0.0025,128.0000,0.0100
360,-87.1933,[4.9504 -4.9897 ],[0.2504 -0.1890 ],0.3137,[-0.1050 0.1350 ],0.1710,0.0025,128.0000,0.0100
361,-87.1934,[4.9510 -4.9901 ],[0.0638 -0.1718 ],0.1832,[-0.0638 0.1718 ],0.1832,0.0025,128.0000,0.0100
362,-87.1935,[4.9511 -4.9906 ],[0.1837 -0.2433 ],0.3049,[-0.1312 0.1020 ],0.1662,0.0025,128.0000,0.0100
363,-87.1936,[4.9516 -4.9912 ],[0.1669 -0.0620 ],0.1781,[-0.1669 0.0620 ],0.1781,0.0025,128.0000,0.0100
364,-87.1936,[4.9520 -4.9913 ],[0.2365 -0.1785 ],0.2963,[-0.0992 0.1275 ],0.1615,0.0025,128.0000,0.0100
365,-87.1938,[4.9526 -4.9918 ],[0.0603 -0.1622 ],0.1731,[-0.0603 0.1622 ],0.1731,0.0025,128.0000,0.0100
366,-87.1938,[4.9528 -4.9922 ],[0.1735 -0.2298 ],0.2880,[-0.1239 0.0964 ],0.1570,0.0025,128.0000,0.0100
367,-87.1939,[4.9532 -4.9928 ],[0.1577 -0.0586 ],0.1682,[-0.1577 0.0586 ],0.1682,0.0025,128.0000,0.0100
368,-87.1940,[4.9536 -4.9929 ],[0.2234 -0.1686 ],0.2799,[-0.0937 0.1204 ],0.1526,0.0025,128.0000,0.0100
369,-87.1941,[4.9541 -4.9933 ],[0.0569 -0.1532 ],0.1635,[-0.0569 0.1532 ],0.1635,0.0025,128.0000,0.0100
370,-87.1941,[4.9543 -4.9937 ],[0.1639 -0.2171 ],0.2720,[-0.1170 0.0910 ],0.1483,0.0025,128.0000,0.0100
371,-87.1942,[4.9547 -4.9942 ],[0.1489 -0.0553 ],0.1589,[-0.1489 0.0553 ],0.1589,0.0025,128.0000,0.0100
